"year","region","mtons","mean_bio","stdev","n","sterr","q50_bio","q25_bio","q75_bio","species"
2017,"WA",24614.0062299359,2187.91166488319,2698.82711988937,11250,25.4447861029857,878.785536437699,151.924511178814,3680.67406302833,"sablefish"
2018,"CA",146209.174200866,3132.96421961228,4233.696571415,46668,19.5979269423856,1293.73928630772,54.6534492194124,5107.56409768492,"sablefish"
2018,"OR",65220.0786191133,3591.41402087628,4014.07302906819,18160,29.7870399141021,2384.49293611216,183.991971633259,5928.09413155585,"sablefish"
2018,"WA",40591.5627735297,3608.13891320264,4324.50728307785,11250,40.7718456687328,2262.9486808368,325.943855687751,5610.97432621973,"sablefish"
2019,"CA",151172.200750614,3239.3117500346,4334.30457438278,46668,20.0636448460479,1231.35939075235,80.6076313056575,5547.26428372731,"sablefish"
2019,"OR",65535.9255530996,3608.8064731883,3827.56189655502,18160,28.4030056655065,2550.94138053759,335.345832676928,5898.51369400924,"sablefish"
2019,"WA",28092.3292867067,2497.09593659615,2857.3753661457,11250,26.9395933039602,1380.31362797207,177.009144740851,4177.35676457774,"sablefish"
2021,"CA",176894.035400544,3790.47817349241,5044.74246416878,46668,23.3522862558113,1491.41374567428,191.156627819457,6295.8935637309,"sablefish"
2021,"OR",90684.1180718246,4993.61883655422,4648.40673644425,18160,34.4942097447559,4425.52391226821,662.809662310695,7957.5224480115,"sablefish"
2021,"WA",39893.0423245625,3546.04820662778,3971.79911554208,11250,37.4464811748071,2045.25242795003,249.501000145127,6017.33727289166,"sablefish"
2022,"CA",239906.206505144,5140.70040509866,7401.92044782835,46668,34.2637441590215,1773.05553967143,199.71878364543,7964.42677118018,"sablefish"
2022,"OR",127018.272846074,6994.39828447546,6619.72171451248,18160,49.1226526031103,6390.91059249494,1234.593828495,10038.5317916374,"sablefish"
2022,"WA",75153.9552387411,6680.35157677698,8041.28281105393,11250,75.8139414018008,3554.79624570203,950.340249519859,10468.8437022385,"sablefish"
2023,"CA",228357.744677597,4893.24043622176,6819.32773572819,46668,31.5669024708395,1706.00830584999,159.116737153703,7730.95048345978,"sablefish"
2023,"OR",120730.561692811,6648.15868352482,6708.52575425291,18160,49.7816364973061,5441.47299618496,752.51408419645,10054.9648283262,"sablefish"
2023,"WA",60029.8955820976,5335.99071840868,6004.74349698795,11250,56.6132646134134,3111.25743711893,546.723609983492,8818.82580448826,"sablefish"
2024,"CA",195674.352234259,4192.90203639022,5734.57586024327,46668,26.545548756002,1725.61166550962,161.504885400997,6471.19262552807,"sablefish"
2024,"OR",129976.923515622,7157.31957685145,6830.05039592339,18160,50.6834285986885,6042.87964452334,858.360523030717,11314.4139009993,"sablefish"
2024,"WA",62197.4876427566,5528.66556824503,6496.73616367663,11250,61.251815958875,3127.59488579224,666.529279149468,8741.61582788057,"sablefish"
2003,"Coastwide",228780.190274519,3007.17934586239,3399.74948282773,76078,12.3258640381949,1945.82473381094,213.49806570718,4818.74703576404,"sablefish"
2004,"Coastwide",254829.295007986,3349.57931344128,3827.37373980305,76078,13.8762248743491,2056.54753103274,214.656176225424,5373.83356022504,"sablefish"
2005,"Coastwide",250544.638940721,3293.2600612624,3871.88328696739,76078,14.0375951839912,1961.84258057838,184.816594826155,5141.7871431139,"sablefish"
2006,"Coastwide",257004.354503744,3378.16917510639,4095.18653847825,76078,14.8471858703968,1776.61438510739,112.991975127442,5447.16992077902,"sablefish"
2007,"Coastwide",244875.893974074,3218.74778482707,3744.10952211227,76078,13.5743486826806,1758.33330422817,99.2654152106441,5356.17274022157,"sablefish"
2008,"Coastwide",184545.655165013,2425.74272674115,2872.61996656675,76078,10.4147447687397,1202.69039924629,85.5394062044846,4020.67763387956,"sablefish"
2009,"Coastwide",161770.343451861,2126.37481863168,2499.08202574055,76078,9.06047502181072,1130.74682548269,85.3492297709612,3416.51953585906,"sablefish"
2010,"Coastwide",167360.493822595,2199.85401591255,2605.21809608841,76078,9.44527360160724,1277.43549887447,96.2369337460204,3512.41650521557,"sablefish"
2011,"Coastwide",199813.821894427,2626.43368509197,3252.578668204,76078,11.7922931205125,1265.37694390115,105.992357019636,4143.45903505249,"sablefish"
2012,"Coastwide",186711.449117318,2454.21079835586,3004.81795357771,76078,10.8940313815477,1207.50582432174,84.7295592193925,3949.51050222363,"sablefish"
2013,"Coastwide",217662.666660338,2861.04611925047,3529.16959703283,76078,12.7950794140798,1341.81533641784,119.451555844072,4505.06765522214,"sablefish"
2014,"Coastwide",201046.707956804,2642.63923810831,3371.84327735426,76078,12.2246894968866,1385.97092259215,139.680863330777,4039.1654576675,"sablefish"
2015,"Coastwide",211811.532896652,2784.13645070391,3509.70400301589,76078,12.7245064890783,1279.35892417973,100.176233834141,4404.10227043474,"sablefish"
2016,"Coastwide",213975.652775692,2812.5825176226,3435.64854033239,76078,12.4560168344926,1403.30581284289,100.377536029294,4629.21360385663,"sablefish"
2017,"Coastwide",245896.444079522,3232.16230815114,4129.68147487109,76078,14.9722479957481,1440.53219122774,118.223371652672,5078.34014024294,"sablefish"
2018,"Coastwide",252020.815593509,3312.6635241924,4202.08639867321,76078,15.2347535865243,1626.7308814511,89.8016256093806,5459.29490218263,"sablefish"
2019,"Coastwide",244800.455590421,3217.75619220301,4042.46469556637,76078,14.6560417079056,1490.5240684638,125.123776115583,5317.42157450068,"sablefish"
2021,"Coastwide",307471.195796931,4041.52574721905,4836.59433110432,76078,17.5351755869703,1931.19697389038,261.192027822712,6835.93409920088,"sablefish"
2022,"Coastwide",442078.43458996,5810.85773272115,7372.29393041278,76078,26.7284084003438,2558.37223519538,397.292578504349,9178.64958573349,"sablefish"
2023,"Coastwide",409118.201952506,5377.61510492528,6717.82127930795,76078,24.3556038878403,2500.0997542278,270.074642046679,8801.33624170625,"sablefish"
2024,"Coastwide",387848.763392638,5098.0410025584,6252.24598112488,76078,22.6676507448418,2340.68801914008,285.703547515248,8358.5066035808,"sablefish"
2003,"CA",363866.366839741,7796.91366331835,13099.8963301903,46668,60.6398703594599,2717.50110236392,271.962465600222,9577.32469124426,"Dover sole"
2003,"OR",151990.706531818,8369.5322980076,12990.9683930809,18160,96.4014583803843,4438.76608330306,986.785034749243,10203.2456797856,"Dover sole"
2003,"WA",97363.4634934167,8654.53008830371,18347.1486674268,11250,172.978576509003,2998.97687468066,287.856956553998,11804.9675382696,"Dover sole"
2004,"CA",440980.814493659,9449.31890146693,16137.4128800859,46668,74.7006388691987,2988.75688941351,367.789248523577,10928.8527413635,"Dover sole"
2004,"OR",136647.293227124,7524.63068431302,11504.367624552,18160,85.3699110946626,3908.7417007867,887.0202569149,9095.49593282309,"Dover sole"
2004,"WA",98387.4776646669,8745.55357019261,19909.4706885546,11250,187.708289782824,3299.94750727062,331.402097282387,11623.7583419854,"Dover sole"
2005,"CA",492473.299799579,10552.6977757688,19294.7382346165,46668,89.316006453454,3328.17941077875,476.133282774862,10847.3924896957,"Dover sole"
2005,"OR",149520.071778904,8233.48412879427,12617.2218117151,18160,93.6280149835438,4250.05306808969,926.5039882702,10557.8910630321,"Dover sole"
2005,"WA",78951.5021565014,7017.91130280013,14762.295657143,11250,139.18025820062,2669.81790825441,249.508819774928,9239.28692950125,"Dover sole"
2006,"CA",469824.150255633,10067.3727234,17918.4449380976,46668,82.9450974802921,3093.985464015,347.302870407726,12645.817205893,"Dover sole"
2006,"OR",152398.952110345,8392.01278140664,11568.3086388824,18160,85.8443951242794,4933.00873989251,946.158432130539,11755.8024897064,"Dover sole"
2006,"WA",85604.767496144,7609.31266632391,15225.8100010667,11250,143.550313344163,2839.28523579263,250.601272124722,10090.9028647568,"Dover sole"
2007,"CA",513692.855679521,11007.3895534311,19386.4552223808,46668,89.7405675421526,3348.94181560705,396.614316182856,12341.5256473205,"Dover sole"
2007,"OR",165026.108158183,9087.34075760919,12377.7670316744,18160,91.8511043396559,5277.44917486441,946.225293105041,12100.9026340825,"Dover sole"
2007,"WA",76389.3955535426,6790.16849364823,13315.1688492423,11250,125.536615812575,2661.35507073087,259.393732449749,9239.08486598804,"Dover sole"
2008,"CA",451184.945551989,9667.97260546817,16696.5714771624,46668,77.289003233499,2939.21788127719,312.500058638951,11139.6745169272,"Dover sole"
2008,"OR",139995.038948523,7708.97791566755,10387.7119662403,18160,77.0835978104818,4677.05397032664,862.907763212422,10710.650920706,"Dover sole"
2008,"WA",80210.0237501246,7129.77988889997,14161.1995034259,11250,133.513069314774,2777.07835599596,259.990639289105,9574.75787948747,"Dover sole"
2009,"CA",398226.062665336,8533.17182363367,14054.4545866918,46668,65.0585533372325,2728.79203297636,215.459484787722,10515.8507746356,"Dover sole"
2009,"OR",148973.595222881,8203.39180742737,10560.2306455476,18160,78.3637989302033,5097.7571224466,954.405584623517,11855.274525616,"Dover sole"
2009,"WA",69081.9089224865,6140.61412644324,11827.7214710174,11250,111.512827441895,2450.27144327222,249.93485457648,7873.0335243345,"Dover sole"
2010,"CA",388022.827212843,8314.53731063776,13721.4560810727,46668,63.5170918094723,2856.47344937904,183.839796086716,9922.26050386412,"Dover sole"
2010,"OR",127171.170744412,7002.81777226937,8960.71352957415,18160,66.4943387007136,4319.551470982,770.284328831293,10194.8783493736,"Dover sole"
2010,"WA",76100.0736438483,6764.45099056429,12978.0210318902,11250,122.357955707082,2794.49134997148,290.286585914458,8884.81638482548,"Dover sole"
2011,"CA",397609.923602662,8519.96922093644,14695.3799297959,46668,68.0254187792402,2540.32256009528,221.953446170337,9862.94857252271,"Dover sole"
2011,"OR",123373.321348052,6793.68509625835,8895.28040095362,18160,66.008782209885,3994.27587415782,771.349037844523,9763.52115792973,"Dover sole"
2011,"WA",75562.8163150768,6716.69478356238,15352.0079294692,11250,144.740118823431,2327.38340668993,239.469755170036,8593.42577804617,"Dover sole"
2012,"CA",431842.660117907,9253.50690232937,15911.8074718287,46668,73.6563036802564,2830.4775973436,231.327583836479,10703.4002748447,"Dover sole"
2012,"OR",144256.457580476,7943.63753196453,11320.588884938,18160,84.0061529834861,4856.78042637074,757.606180296562,10493.9705790502,"Dover sole"
2012,"WA",67616.888761847,6010.39011216418,11877.0399603738,11250,111.977806618719,2444.03870252044,226.210972465422,8049.26490794652,"Dover sole"
2013,"CA",527427.952038046,11301.7046378256,19100.4169634735,46668,88.4164866104579,3288.59370708116,431.346413263232,14080.5464071954,"Dover sole"
2013,"OR",148937.564801154,8201.40775336749,12673.6000796895,18160,94.0463785026631,4435.39434942914,848.950610516273,10367.0029564843,"Dover sole"
2013,"WA",82330.5573447228,7318.27176397535,15283.3995584094,11250,144.093272897797,2758.86709532966,240.858318821764,9818.59259040973,"Dover sole"
2014,"CA",540519.712598508,11582.2343489866,21089.995226285,46668,97.6263127713599,3142.05629298636,401.853811801288,13023.5153876053,"Dover sole"
2014,"OR",147983.532405262,8148.87292980515,11807.4400603405,18160,87.6189062365853,4659.54943285122,841.236869561239,10684.9829270705,"Dover sole"
2014,"WA",76852.1066099268,6831.29836532682,12813.0051534682,11250,120.802171085274,2691.01865696107,228.849214659523,8428.51720056874,"Dover sole"
2015,"CA",476674.675569161,10214.1655003249,18666.6374008013,46668,86.4085061057265,2956.82938613775,311.180570081913,11878.7139963103,"Dover sole"
2015,"OR",168369.43988949,9271.44492783535,12618.1410337019,18160,93.6348362102167,5660.89504188401,1030.20061180659,12892.1221722324,"Dover sole"
2015,"WA",78029.5874769421,6935.96333128374,13279.0133807638,11250,125.195738786734,2732.86943924022,285.857925376163,8864.43751319652,"Dover sole"
2016,"CA",480466.209467498,10295.4103340083,18164.943097572,46668,84.086145932708,2910.29417826332,381.31364130902,11456.2768095214,"Dover sole"
2016,"OR",162665.916530732,8957.37425830021,11659.0785293399,18160,86.5179669129531,5350.27684307263,996.961175687442,13069.6859058044,"Dover sole"
2016,"WA",77086.1900513138,6852.105782339,12944.1395864169,11250,122.038518375742,2993.32501284284,273.90154892584,9003.19365378977,"Dover sole"
2017,"CA",538993.245049698,11549.5252646288,21387.9995531664,46668,99.0057850429837,3370.23489219789,369.576975279887,12137.2219997636,"Dover sole"
2017,"OR",173597.717479009,9559.3456761569,14087.6704405612,18160,104.539702858153,5418.04504620011,902.680701866125,12767.2578138684,"Dover sole"
2017,"WA",72860.1934690179,6476.46164169048,12352.906225541,11250,116.464316792554,2553.04543293639,224.904699932129,8842.59486580145,"Dover sole"
2018,"CA",538593.494752024,11540.9594315596,20523.3169233658,46668,95.003139430259,3296.90856030411,343.018214166171,12174.1382082692,"Dover sole"
2018,"OR",195015.524730902,10738.740348618,15201.7440212863,18160,112.806855442571,6469.99308033103,1097.42975363612,14585.6706420236,"Dover sole"
2018,"WA",83906.1531978115,7458.32472869436,14759.4915307252,11250,139.153820643216,3006.90851289322,274.62296673936,9610.57719819494,"Dover sole"
2019,"CA",465611.125688725,9977.09620486682,17890.5368223555,46668,82.8159098533125,3058.85041856305,351.81100741555,11541.4146804846,"Dover sole"
2019,"OR",160079.872339141,8814.97094378529,11629.3956070316,18160,86.2977002697798,5682.79806209424,1009.58231199553,12485.2360168033,"Dover sole"
2019,"WA",73341.2277601853,6519.2202453498,11745.4397935768,11250,110.73706834742,2615.07851335351,226.06831678841,8349.79348845644,"Dover sole"
2021,"CA",556545.040389234,11925.6244190716,21875.8001068434,46668,101.263830571792,3202.31229489117,442.352781988932,12654.9206692821,"Dover sole"
2021,"OR",200615.755222037,11047.123084914,15908.6910965423,18160,118.052863822417,6546.48186204154,1172.86366113827,14562.3522126826,"Dover sole"
2021,"WA",77975.8641344544,6931.18792306261,12464.1729565932,11250,117.513349593187,2678.99659834131,230.947249611268,9045.90708785503,"Dover sole"
2022,"CA",643528.772671465,13789.5082855804,24670.842824858,46668,114.202179379863,4271.1215739879,490.929141412282,15136.1213746376,"Dover sole"
2022,"OR",212056.854623102,11677.1395717567,15860.2018707406,18160,117.693042141571,6921.59794118569,1285.86692871968,16260.0561468625,"Dover sole"
2022,"WA",99995.8122116874,8888.51664103888,17443.8776311259,11250,164.462455508766,3686.0814406175,341.366457717301,11850.7602667725,"Dover sole"
2023,"CA",600969.099740278,12877.5413503959,23045.4400323982,46668,106.678133988029,3393.76784769579,403.657379988775,13942.2180033197,"Dover sole"
2023,"OR",200718.914075151,11052.8036384995,15874.2995779545,18160,117.797656323834,6637.86474460236,1288.8874103074,14776.7502886503,"Dover sole"
2023,"WA",82374.9324486125,7322.21621765444,13256.6670669424,11250,124.985055719565,2926.2908466164,246.864663723868,9896.96149568507,"Dover sole"
2024,"CA",567581.68063274,12162.1170959274,21817.4954884787,46668,100.993936489437,3596.47392210048,506.291691826159,13403.2951582127,"Dover sole"
2024,"OR",176653.147727188,9727.59624048394,13996.1409328178,18160,103.860494213784,5176.02127816127,926.074873609963,13255.9600199723,"Dover sole"
2024,"WA",78652.8151302657,6991.36134491251,13461.5976331713,11250,126.917159626936,2459.59389402138,178.633560726533,8760.86252537874,"Dover sole"
2003,"Coastwide",613220.536864975,8060.41873951701,13980.0220977364,76078,50.6848673697968,3163.68252391655,389.746934544146,10109.6069234657,"Dover sole"
2004,"Coastwide",676015.58538545,8885.82225328544,15829.9100755045,76078,57.3916755669984,3249.16085928391,463.396852605866,10409.8336629398,"Dover sole"
2005,"Coastwide",720944.873734984,9476.39098997061,17336.7324885832,76078,62.8546922648829,3477.36615339741,512.194775414155,10474.1753999277,"Dover sole"
2006,"Coastwide",707827.869862122,9303.97578619472,16252.7806361565,76078,58.9248017760555,3487.24497265865,429.558218354402,11911.1812246779,"Dover sole"
2007,"Coastwide",755108.359391247,9925.44966207375,17195.0050539086,76078,62.3408564369477,3675.33549415421,456.629341632101,11590.9349525103,"Dover sole"
2008,"Coastwide",671390.008250636,8825.021796717,15085.5073302277,76078,54.6928275859085,3300.62187232682,392.388221328642,10735.8697345899,"Dover sole"
2009,"Coastwide",616281.566810704,8100.65415508693,13006.0129123371,76078,47.1535763579664,3128.85676211218,329.77931336452,10470.4714916591,"Dover sole"
2010,"Coastwide",591294.071601103,7772.20841243333,12650.5089150422,76078,45.8646890567621,3195.41073422151,291.878997596648,9838.82738435765,"Dover sole"
2011,"Coastwide",596546.06126579,7841.24268863259,13672.5108596259,76078,49.5699788374764,2846.01022048955,307.763281522904,9602.83337491816,"Dover sole"
2012,"Coastwide",643716.00646023,8461.2635250694,14425.4585301732,76078,52.2998066268233,3148.61280403889,314.411103210569,10037.8889249888,"Dover sole"
2013,"Coastwide",758696.074183922,9972.60803627753,17307.2872992444,76078,62.7479381048477,3524.47846429238,460.003280524531,11981.4643879825,"Dover sole"
2014,"Coastwide",765355.351613696,10060.1402720063,18281.9135438904,76078,66.2814662780975,3425.54803384569,440.174934996695,11186.6020708225,"Dover sole"
2015,"Coastwide",723073.702935593,9504.3731819395,16706.7647760384,76078,60.5707309281724,3458.56278677158,407.254036853297,11635.4434128187,"Dover sole"
2016,"Coastwide",720218.316049544,9466.84082191361,16159.2609972579,76078,58.5857443367389,3406.74934721026,465.21285230748,11353.9328269765,"Dover sole"
2017,"Coastwide",785451.155997725,10324.2876521166,18809.3192723421,76078,68.1935869607233,3716.26611125823,425.645729739471,11654.6204835322,"Dover sole"
2018,"Coastwide",817515.172680737,10745.7500549533,18647.5947074527,76078,67.6072511119991,3801.56710435038,439.055401325571,12454.3631896106,"Dover sole"
2019,"Coastwide",699032.225788051,9188.36228328887,15826.7460060032,76078,57.3802041657442,3488.09468083856,425.749523706491,11293.5577730019,"Dover sole"
2021,"Coastwide",835136.659745726,10977.3740075413,19491.1901670633,76078,70.6657243880214,3738.93810261956,499.236150881382,12661.683176673,"Dover sole"
2022,"Coastwide",955581.439506254,12560.5489038389,21943.0890656074,76078,79.555135978936,4758.82200705944,597.459538311745,14804.9512372805,"Dover sole"
2023,"Coastwide",884062.946264041,11620.480904651,20388.57919637,76078,73.9192273947789,4019.86504359022,498.178022868688,13416.4635140433,"Dover sole"
2024,"Coastwide",822887.643490194,10816.3679840452,19211.9554982596,76078,69.6533531589617,3760.68899038008,505.056483384062,12479.9301869237,"Dover sole"
2003,"CA",92854.0311421889,1989.67239097859,2454.21410202516,46668,11.3606414302823,1189.04820305562,0.485043198570346,3091.33832504886,"shortspine thornyhead"
2003,"OR",20070.4786468552,1105.20256865943,1497.78868020796,18160,11.1145688873033,403.585798845582,0.180874584430784,1716.55107931305,"shortspine thornyhead"
2003,"WA",13051.4414198499,1160.12812620888,1720.10294999602,11250,16.2172861370823,49.4543726177485,0.206726382617756,1859.98464085182,"shortspine thornyhead"
2004,"CA",94324.6626966652,2021.18502392786,2456.68162581853,46668,11.3720636827313,1226.66486747625,0.531771374951044,3221.66520693082,"shortspine thornyhead"
2004,"OR",21418.2902573961,1179.4212696804,1544.53113772637,18160,11.4614284082192,465.209960507216,0.200150809211196,1894.51772897533,"shortspine thornyhead"
2004,"WA",12522.355948294,1113.09830651502,1655.87104854351,11250,15.6117019626079,46.4429307577878,0.184898984459439,1827.10540544885,"shortspine thornyhead"
2005,"CA",99505.3410747414,2132.19638884764,2640.37864922723,46668,12.222403517807,1229.04215427755,0.55108530866553,3394.02825110019,"shortspine thornyhead"
2005,"OR",23092.350672432,1271.60521323965,1663.77815786658,18160,12.3463190723482,527.475909421518,0.201037779243142,2096.95304035128,"shortspine thornyhead"
2005,"WA",10423.4488644438,926.528787950563,1321.39877222097,11250,12.4582670998537,40.4473386591108,0.170368590052873,1561.56806787705,"shortspine thornyhead"
2006,"CA",103631.931225324,2220.62079423425,2787.0102667357,46668,12.9011663150224,1301.26225832216,0.536731619511511,3389.12344585446,"shortspine thornyhead"
2006,"OR",22575.2922844563,1243.13283504715,1626.19862530291,18160,12.067454430793,481.79897838773,0.178413978480894,2018.44167407943,"shortspine thornyhead"
2006,"WA",10770.8549358559,957.409327631632,1402.21804525452,11250,13.2202385133549,41.7630305991867,0.171856688653296,1581.77700956676,"shortspine thornyhead"
2007,"CA",91411.7877992928,1958.76805946886,2396.73679789349,46668,11.0945770139462,1261.08475024055,0.526606954939863,3046.20902795557,"shortspine thornyhead"
2007,"OR",22515.9542416598,1239.8653216773,1614.16006471083,18160,11.9781204594706,459.782439698373,0.196736800343022,2032.72311574502,"shortspine thornyhead"
2007,"WA",12371.0325278008,1099.64733580451,1677.18988308236,11250,15.8126978622002,49.8160644365078,0.201304582803734,1684.37496224406,"shortspine thornyhead"
2008,"CA",96610.5815249349,2070.1675993172,2550.77034835758,46668,11.8076036132196,1240.57490851415,0.543694746678146,3371.8419599608,"shortspine thornyhead"
2008,"OR",21691.3791573619,1194.45920470055,1578.24749582397,18160,11.7116257756161,398.374785800835,0.175322820491379,1945.18684791748,"shortspine thornyhead"
2008,"WA",9219.82421123624,819.539929887666,1230.57821265017,11250,11.6020026526048,36.9879366211824,0.139210520137646,1388.0554827911,"shortspine thornyhead"
2009,"CA",94020.7570606889,2014.67294635915,2476.40928551526,46668,11.4633836975125,1219.56626670794,0.50386001648893,3225.79143776696,"shortspine thornyhead"
2009,"OR",22519.6318532788,1240.06783333033,1624.35501406228,18160,12.0537736329567,511.983100326662,0.188771824528297,2047.68227094253,"shortspine thornyhead"
2009,"WA",11078.0825369759,984.71844773119,1526.67998370921,11250,14.393676922434,35.2308036096491,0.141468442526119,1564.98810485796,"shortspine thornyhead"
2010,"CA",92037.3929019787,1972.17350008525,2453.10400905638,46668,11.3555027717757,1115.34313135381,0.514005571661212,3213.1704615475,"shortspine thornyhead"
