"year","region","mtons","mean_bio","stdev","n","sterr","q50_bio","q25_bio","q75_bio","species"
2010,"OR",19362.5202616181,1066.21807608029,1387.58617764292,18160,10.2967944425517,408.75267422941,0.191658887575368,1759.24070510392,"shortspine thornyhead"
2010,"WA",10084.0905485769,896.363604317948,1322.51712681001,11250,12.4688110480361,34.9476941781541,0.138105888883659,1548.55100643259,"shortspine thornyhead"
2011,"CA",102906.764007822,2205.0819406836,2796.34529330313,46668,12.9443784738504,1216.67512156283,0.560579374686377,3352.79449553465,"shortspine thornyhead"
2011,"OR",21134.7022783794,1163.80519154072,1550.38459322663,18160,11.5048648657423,410.460789138938,0.17910669471001,1878.46218417579,"shortspine thornyhead"
2011,"WA",10605.8234589535,942.739863018092,1405.97273775083,11250,13.2556380936937,44.9857342740693,0.160971214467759,1536.34358849229,"shortspine thornyhead"
2012,"CA",95353.5590527337,2043.23217306792,2599.49543115388,46668,12.0331536961781,1137.36414071046,0.531821835795861,3097.91226745797,"shortspine thornyhead"
2012,"OR",25483.5067460497,1403.27680319657,1792.30117830078,18160,13.3000437086045,516.094518107809,0.211095653152144,2354.26246824157,"shortspine thornyhead"
2012,"WA",12007.4165887239,1067.32591899768,1601.80890339739,11250,15.1019991700971,46.8186883458103,0.194449642892226,1672.73431392608,"shortspine thornyhead"
2013,"CA",96434.0391563435,2066.38465664574,2648.76766373007,46668,12.2612365542733,1215.30541682234,0.541669738237066,3106.62798877162,"shortspine thornyhead"
2013,"OR",25436.7230020071,1400.7006058374,1826.58255506881,18160,13.5544338830496,551.880784071631,0.214482253557997,2283.86341660073,"shortspine thornyhead"
2013,"WA",11658.1088467588,1036.27634193412,1638.01461935114,11250,15.4433499336785,43.5665302474268,0.166195223988578,1607.72036573391,"shortspine thornyhead"
2014,"CA",92436.7845845844,1980.73164876542,2491.48932060916,46668,11.5331896982671,1148.01643662363,0.534960426749629,3032.6015648592,"shortspine thornyhead"
2014,"OR",25235.5104178467,1389.62061772283,1844.97642062099,18160,13.6909283622007,524.91995721182,0.191649466219947,2214.59807921366,"shortspine thornyhead"
2014,"WA",12454.770783933,1107.0907363496,1616.43774171854,11250,15.2399211804673,51.7878395267447,0.215901900708573,1801.9735488548,"shortspine thornyhead"
2015,"CA",97282.9102060883,2084.57423086672,2757.48736934589,46668,12.7645038082949,1033.23609875286,0.564376203424525,3058.84551406702,"shortspine thornyhead"
2015,"OR",28002.8207510242,1542.00554796389,2106.17918941655,18160,15.629223267013,574.216644685006,0.236494455048603,2420.62284641895,"shortspine thornyhead"
2015,"WA",11867.0600572409,1054.84978286586,1606.68730139557,11250,15.1479931475083,45.0977695137344,0.193563644711145,1667.83499892755,"shortspine thornyhead"
2016,"CA",90444.9195154452,1938.05004532967,2478.95257827495,46668,11.4751566871108,1112.85790582117,0.522942000340532,2917.52045601312,"shortspine thornyhead"
2016,"OR",32148.8310966152,1770.31008241273,2416.83937054376,18160,17.9345244281895,655.843012529915,0.245354210969909,2809.36596262875,"shortspine thornyhead"
2016,"WA",15961.483155623,1418.79850272204,2088.80340123085,11250,19.6934273276781,57.3337189253453,0.20896765433454,2292.95531869563,"shortspine thornyhead"
2017,"CA",101712.308072873,2179.48718764192,2875.47216001819,46668,13.3106594594864,1115.50418426402,0.645134942806765,3251.74026646088,"shortspine thornyhead"
2017,"OR",29673.7238067486,1634.01562812492,2132.6405649658,18160,15.825583932093,655.864540576452,0.253263321030469,2638.22044732259,"shortspine thornyhead"
2017,"WA",12728.7167182755,1131.44148606893,1637.35026690488,11250,15.4370863587473,48.3571997054359,0.177868035059837,1878.15239409588,"shortspine thornyhead"
2018,"CA",97646.250311213,2092.35986781548,2760.35430635498,46668,12.7777749582474,1084.69097726,0.574581266549783,3121.36364294634,"shortspine thornyhead"
2018,"OR",31397.4580703139,1728.93491576618,2312.56650217033,18160,17.1607517365357,625.433024309611,0.250496301120626,2776.90919746483,"shortspine thornyhead"
2018,"WA",14428.0828832877,1282.49625629224,1890.27934384473,11250,17.8217245649262,56.2263972017734,0.190580150890195,2067.14937680107,"shortspine thornyhead"
2019,"CA",98982.7313330345,2120.99792862421,2736.03555781844,46668,12.6652026354297,1147.24560492324,0.621959689988247,3074.90521581102,"shortspine thornyhead"
2019,"OR",30962.9282971334,1705.00706482012,2241.05406152359,18160,16.6300827854544,636.104914447311,0.225165104631458,2751.62629779664,"shortspine thornyhead"
2019,"WA",13208.988079896,1174.13227376853,1713.16869636608,11250,16.1519093668929,46.0978955882723,0.170647563903278,1937.85207588981,"shortspine thornyhead"
2021,"CA",101501.82691894,2174.97700606282,2837.04551087571,46668,13.1327811798714,1144.09513457826,0.677946989841109,3238.1102486525,"shortspine thornyhead"
2021,"OR",32376.0490172449,1782.8220824474,2418.5354351349,18160,17.9471103336545,680.815728850929,0.260339855119849,2762.52684699463,"shortspine thornyhead"
2021,"WA",14390.8753228353,1279.18891758536,1857.04349815411,11250,17.5083740067088,61.3315032540295,0.219825228804517,2086.00176095558,"shortspine thornyhead"
2022,"CA",102009.291655392,2185.85093973154,2832.2167981409,46668,13.1104289026579,1161.24101152641,0.614803625081262,3192.26143821699,"shortspine thornyhead"
2022,"OR",37349.0599512914,2056.66629687728,2723.55847136001,18160,20.2105802030273,857.088289856279,0.315464991682573,3334.62191558863,"shortspine thornyhead"
2022,"WA",16214.1952172092,1441.26179708526,2156.8270107386,11250,20.3347600685277,54.5697534345726,0.224457866859793,2296.94883207721,"shortspine thornyhead"
2023,"CA",115834.68885112,2482.10098678152,3333.72389687787,46668,15.431922499647,1202.82425017824,0.659248843537362,3501.09237504186,"shortspine thornyhead"
2023,"OR",37211.2825698165,2049.0794366639,2713.99732646988,18160,20.139630272021,753.704965208595,0.286010015718821,3381.11597044894,"shortspine thornyhead"
2023,"WA",14335.5982347364,1274.27539864324,2011.89816233585,11250,18.9683577819258,64.0058170585714,0.262399663444519,1902.49507746252,"shortspine thornyhead"
2024,"CA",105957.431956041,2270.45152901433,2958.62628047479,46668,13.6955827411098,1155.48818533006,0.737513212577325,3315.12366832414,"shortspine thornyhead"
2024,"OR",38325.0603582665,2110.41081267987,2951.52886189561,18160,21.902269186497,711.300693924051,0.296672407537618,3292.91199608437,"shortspine thornyhead"
2024,"WA",12341.0153159327,1096.97913919401,1711.66828900467,11250,16.137763390629,47.8553410600738,0.183608340161642,1638.91593238469,"shortspine thornyhead"
2003,"Coastwide",125975.951208894,1655.87885077018,2201.08214116358,76078,7.98007010396413,872.968156933456,0.298510589996208,2573.46732770411,"shortspine thornyhead"
2004,"Coastwide",128265.308902355,1685.97109417118,2203.56752022555,76078,7.98908089859943,918.105629129669,0.316680757049715,2660.18080399246,"shortspine thornyhead"
2005,"Coastwide",133021.140611617,1748.48366954464,2332.36712433746,76078,8.45604660194776,931.419180807881,0.318767151853333,2770.30668191331,"shortspine thornyhead"
2006,"Coastwide",136978.078445636,1800.49526072762,2444.21267229609,76078,8.86154501422158,949.831205809152,0.302568895677776,2765.34890489285,"shortspine thornyhead"
2007,"Coastwide",126298.774568753,1660.12217157067,2169.06891607595,76078,7.86400547571806,932.331417304481,0.322003125962645,2606.85718669232,"shortspine thornyhead"
2008,"Coastwide",127521.784893533,1676.19791389801,2251.38936525223,76078,8.16246001457013,859.138932513434,0.285284182027968,2667.37708802526,"shortspine thornyhead"
2009,"Coastwide",127618.471450944,1677.46880111128,2218.70798679646,76078,8.04397298208104,906.488814203323,0.284663925117066,2676.50181478142,"shortspine thornyhead"
2010,"Coastwide",121484.003712174,1596.83487620828,2153.08158031307,76078,7.80604304997413,816.918239901473,0.293693460329871,2500.91741728698,"shortspine thornyhead"
2011,"Coastwide",134647.289745155,1769.85843141454,2442.8922561093,76078,8.85675781726065,885.698834840697,0.306828363243529,2677.96419885437,"shortspine thornyhead"
2012,"Coastwide",132844.482387507,1746.16160240158,2332.72144618694,76078,8.45733120334691,891.075425738868,0.320070789681912,2685.89746368424,"shortspine thornyhead"
2013,"Coastwide",133528.87100511,1755.1574831766,2379.63395296913,76078,8.62741349417712,917.617410311545,0.315556929680928,2655.39213102423,"shortspine thornyhead"
2014,"Coastwide",130127.065786364,1710.44277959941,2264.91982715139,76078,8.21151499188109,905.169004380937,0.321333482358408,2642.82015814691,"shortspine thornyhead"
2015,"Coastwide",137152.791014353,1802.79175338933,2500.49456677779,76078,9.06559621937581,848.324076892913,0.347537101974786,2622.69992970874,"shortspine thornyhead"
2016,"Coastwide",138555.233767683,1821.22602812486,2417.0003120129,76078,8.76288602340382,966.569940615029,0.347414369502014,2785.46250074992,"shortspine thornyhead"
2017,"Coastwide",144114.748597897,1894.30253947129,2589.61160724687,76078,9.38869194447453,944.303948195696,0.369041534125297,2834.33159289675,"shortspine thornyhead"
2018,"Coastwide",143471.791264815,1885.85124825593,2562.16705829915,76078,9.28919114871655,936.745030095446,0.351027804440031,2859.94787162464,"shortspine thornyhead"
2019,"Coastwide",143154.647710064,1881.68258511086,2518.20484775475,76078,9.12980521962801,969.258456423479,0.349395488372166,2773.08166433219,"shortspine thornyhead"
2021,"Coastwide",148268.75125902,1948.90443044007,2635.8426534505,76078,9.55630358548742,983.920719561349,0.392269031937816,2937.50180529245,"shortspine thornyhead"
2022,"Coastwide",155572.546823892,2044.90847319714,2728.55592859375,76078,9.89243753586334,1022.45182759035,0.407573420204013,3066.0265757671,"shortspine thornyhead"
2023,"Coastwide",167381.569655673,2200.13104518616,3058.59439233276,76078,11.0889990036919,994.981426591264,0.422310492056636,3187.10933942379,"shortspine thornyhead"
2024,"Coastwide",156623.50763024,2058.72272707274,2836.72992754596,76078,10.284624669147,963.719980874689,0.419732652260864,3032.13848770202,"shortspine thornyhead"
2003,"CA",243196.80332693,5211.21117954338,9107.20278905227,46668,42.1575547275661,419.442049176189,4.03714923633984e-06,7060.53161118878,"longspine thornyhead"
2003,"OR",92381.3600717565,5087.07929910554,12623.7985759095,18160,93.6768188633308,0.000329311129231569,2.56140216975043e-07,3189.22974886821,"longspine thornyhead"
2003,"WA",55066.6289157778,4894.81145918025,8084.67615318587,11250,76.2230577548654,9.48128156469922e-06,2.91579276091724e-07,9502.01420917663,"longspine thornyhead"
2004,"CA",247991.61684304,5313.95424794378,9417.20918293426,46668,43.5925849798501,418.020390142758,4.12065991216311e-06,7134.76103273771,"longspine thornyhead"
2004,"OR",93437.4259549251,5145.232706769,12519.3434175494,18160,92.901693461083,0.000337021787710623,2.55721455818001e-07,3217.8751626565,"longspine thornyhead"
2004,"WA",55700.3349704376,4951.14088626112,8141.51189921493,11250,76.7589103072779,9.1701967600464e-06,2.88248176097004e-07,9782.66704445692,"longspine thornyhead"
2005,"CA",244135.220535899,5231.31954521083,9326.73248576,46668,43.1737652389217,418.345377889867,3.96771232229769e-06,6978.95616896809,"longspine thornyhead"
2005,"OR",85821.1309380378,4725.8332014338,12195.1204998287,18160,90.4957479485639,0.000302665020463007,2.48805176778117e-07,2878.25936422282,"longspine thornyhead"
2005,"WA",56582.9282412069,5029.59362144062,8251.69242370023,11250,77.7977022541879,9.52613047900246e-06,2.92102333304357e-07,9917.82146273585,"longspine thornyhead"
2006,"CA",240724.324671531,5158.23100778972,9244.15804846472,46668,42.7915253305759,405.976372782233,3.95100365924755e-06,6833.65111919694,"longspine thornyhead"
2006,"OR",90190.0288545215,4966.41128053533,12675.3461087847,18160,94.0593351773355,0.000317838911518917,2.51599810062306e-07,3018.57759451303,"longspine thornyhead"
2006,"WA",55315.4381129891,4916.9278322657,8109.43933748292,11250,76.4565272954015,9.42216755756841e-06,2.9364134552478e-07,9568.74434631689,"longspine thornyhead"
2007,"CA",243240.595256095,5212.14955121486,9209.54002013437,46668,42.6312772876036,406.316267013094,4.02715023619219e-06,6832.29965332428,"longspine thornyhead"
2007,"OR",94250.1011429936,5189.98354311639,12566.3321077991,18160,93.2503801894621,0.000326624969204176,2.52419574065991e-07,3218.19817616312,"longspine thornyhead"
2007,"WA",56763.2456897733,5045.62183909096,8283.3231897344,11250,78.0959199762797,9.55891358120267e-06,2.90203638646213e-07,9940.341102855,"longspine thornyhead"
2008,"CA",251525.51229093,5389.67841542233,9749.44052079262,46668,45.1304952616781,418.388567276718,4.07735695811554e-06,7061.06914928919,"longspine thornyhead"
2008,"OR",97448.5513159604,5366.10965396258,13728.8901243414,18160,101.877318909917,0.000317098072065756,2.48475425847678e-07,3220.66873024079,"longspine thornyhead"
2008,"WA",58175.1566332379,5171.12503406559,8479.65649328667,11250,79.9469681138073,9.58861589158517e-06,2.96641698127211e-07,10161.5519926429,"longspine thornyhead"
2009,"CA",249816.197975789,5353.05129801554,9579.85078545275,46668,44.3454585479444,424.80648629381,4.04642083086606e-06,7155.9427877731,"longspine thornyhead"
2009,"OR",100246.755510729,5520.19578803572,14194.9612372235,18160,105.335870546048,0.000346057035373314,2.55133272125821e-07,3258.18027154632,"longspine thornyhead"
2009,"WA",57231.9153125324,5087.28136111399,8344.86085406671,11250,78.6761026395832,9.45626469576307e-06,2.9017678700459e-07,10064.8012318085,"longspine thornyhead"
2010,"CA",247722.04192886,5308.17780768107,9432.63156253702,46668,43.6639757051026,414.993649393239,4.02539507260112e-06,7180.73583432624,"longspine thornyhead"
2010,"OR",97708.8370806873,5380.44257052243,13302.2541335083,18160,98.7114015995671,0.000337469420522518,2.54974228734237e-07,3264.1451417004,"longspine thornyhead"
2010,"WA",57101.5404762077,5075.69248677402,8302.99493142972,11250,78.2813869356198,9.52913529766003e-06,2.91535010826695e-07,10099.9423661913,"longspine thornyhead"
2011,"CA",253802.757128382,5438.47512489033,9857.35674863097,46668,45.630043189452,418.402703653313,4.09359720902178e-06,7139.34373091598,"longspine thornyhead"
2011,"OR",95845.4811386111,5277.83486446096,13217.8647448379,18160,98.0851772956126,0.000340076358023315,2.55979206161626e-07,3247.42623706699,"longspine thornyhead"
2011,"WA",58082.7374488091,5162.9099954497,8483.1438085045,11250,79.9798468369894,9.85912343641625e-06,2.97881126188852e-07,10140.1580924819,"longspine thornyhead"
2012,"CA",251606.597161153,5391.41589871331,9750.88800836479,46668,45.1371957314002,422.401317047535,4.08958774090794e-06,7153.11637874213,"longspine thornyhead"
2012,"OR",95624.539947429,5265.66849930776,13308.9150422996,18160,98.7608298871427,0.000319673638945166,2.52669637413701e-07,3112.11917181281,"longspine thornyhead"
2012,"WA",56465.1501444008,5019.12445728007,8238.67292160639,11250,77.6749532112782,9.51937991517114e-06,2.93968225272317e-07,9890.28454672916,"longspine thornyhead"
2013,"CA",247190.187961886,5296.78126257576,9523.21524777662,46668,44.0832906974627,402.990320456736,3.9628130240209e-06,6927.14273638255,"longspine thornyhead"
2013,"OR",99204.1062551074,5462.78118144865,13823.3208107443,18160,102.578056192132,0.000344928661892285,2.60676965336846e-07,3246.27681463053,"longspine thornyhead"
2013,"WA",54496.5843164968,4844.14082813305,7941.10235954628,11250,74.8694310470889,9.24568897303366e-06,2.88356140092904e-07,9654.36077287275,"longspine thornyhead"
2014,"CA",250972.424911146,5377.82688161366,9688.35228849057,46668,44.8477157347327,416.936042783625,4.02223687747644e-06,6973.92664706573,"longspine thornyhead"
2014,"OR",96550.8012719554,5316.67407885217,13461.3046654997,18160,99.8916602820773,0.000333970650086713,2.55502554855971e-07,3149.36630135716,"longspine thornyhead"
2014,"WA",54303.5780365449,4826.98471435955,7883.89737110085,11250,74.3300972437894,9.37771957309508e-06,2.92043718540557e-07,9622.4662199342,"longspine thornyhead"
2015,"CA",251738.534752388,5394.24305203539,9856.08910638499,46668,45.6241752299262,401.748203772319,3.94077897030658e-06,6921.77121530052,"longspine thornyhead"
2015,"OR",97416.4049167144,5364.33947779264,13470.4608539783,18160,99.9596051723916,0.000323746235080495,2.52042040994621e-07,3247.16378915939,"longspine thornyhead"
2015,"WA",55327.2684942351,4917.97942170979,8063.44852392906,11250,76.0229217469186,9.40603345852493e-06,2.89781076023724e-07,9773.51627885988,"longspine thornyhead"
2016,"CA",255669.300666542,5478.47134367323,10028.2991958994,46668,46.4213416531961,424.91095248314,3.98519808210469e-06,7102.99805396555,"longspine thornyhead"
2016,"OR",97420.5375538238,5364.56704591541,13428.72126075,18160,99.6498701674506,0.00032501283361947,2.50500925706343e-07,3198.10338497844,"longspine thornyhead"
2016,"WA",54360.2450222193,4832.02177975282,7916.4328927753,11250,74.636845083862,9.17336372484855e-06,2.90987072366341e-07,9594.85888521242,"longspine thornyhead"
2017,"CA",261156.523768073,5596.05133642053,10303.1734051442,46668,47.6937438152919,423.81114450843,4.07378746781431e-06,7104.44026707653,"longspine thornyhead"
2017,"OR",100722.743903022,5546.40660258931,13156.9628412474,18160,97.6332454498393,0.00034791124499924,2.5274540430458e-07,3536.88508882874,"longspine thornyhead"
2017,"WA",58379.88111234,5189.32276554133,8516.76705203884,11250,80.2968498171044,9.66515249921201e-06,2.9320070095395e-07,10227.44712774,"longspine thornyhead"
2018,"CA",258880.417836377,5547.27903137861,10155.6854980055,46668,47.0110172239474,407.43889833728,4.00698161053021e-06,7274.20641274961,"longspine thornyhead"
2018,"OR",99251.392526538,5465.38505102082,13207.3889673053,18160,98.0074401938616,0.000327274791240062,2.53194318241351e-07,3372.20884382338,"longspine thornyhead"
2018,"WA",60333.250636419,5362.95561212613,8817.64934331743,11250,83.1335952637981,9.69401976877999e-06,2.93421778335098e-07,10477.727357549,"longspine thornyhead"
2019,"CA",251510.274743407,5389.35190587571,9641.20444652021,46668,44.6294667537677,410.871808398382,4.04195673655383e-06,7126.4041827201,"longspine thornyhead"
2019,"OR",98571.4950427569,5427.94576226635,13519.6230751098,18160,100.324420917523,0.00033276441188315,2.56636880290119e-07,3311.35315978225,"longspine thornyhead"
2019,"WA",54381.6379937121,4833.92337721886,7923.57619541471,11250,74.7041927870139,9.381694192949e-06,2.89655962933586e-07,9609.76246925303,"longspine thornyhead"
2021,"CA",265023.577947064,5678.91441559663,10361.1195358466,46668,47.9619784459374,418.756970988286,4.08675369468583e-06,7303.06027967969,"longspine thornyhead"
2021,"OR",105458.636942647,5807.19366424268,14352.2214410853,18160,106.502843826157,0.000339141430371524,2.55831266918163e-07,3548.37295851394,"longspine thornyhead"
2021,"WA",57722.0198085671,5130.84620520596,8446.65273746683,11250,79.6358057198761,9.22163818926467e-06,2.87733986873476e-07,10107.0022628649,"longspine thornyhead"
2022,"CA",268756.928784317,5758.91250502093,10556.5180722675,46668,48.8664849869309,423.130343419734,4.16920338314619e-06,7341.68523945499,"longspine thornyhead"
2022,"OR",100991.848484636,5561.22513681916,13879.0852287988,18160,102.991864544483,0.000338348112830855,2.54991685985505e-07,3370.19218041168,"longspine thornyhead"
2022,"WA",56565.1562668721,5028.01389038863,8240.93858136587,11250,77.696314056342,9.34461192475757e-06,2.89511063701153e-07,9945.91244595747,"longspine thornyhead"
2023,"CA",266004.694421695,5699.93773938662,10225.8634688865,46668,47.3358734631915,413.148942044671,3.94995274646096e-06,7483.65403562998,"longspine thornyhead"
2023,"OR",102379.186457479,5637.62039964089,14164.1929752863,18160,105.107549974953,0.000333288257838596,2.5632633819136e-07,3330.88180604045,"longspine thornyhead"
2023,"WA",56656.2333467588,5036.109630823,8234.9598510215,11250,77.6399460460836,9.56044407733814e-06,2.9230956043289e-07,10011.5473966189,"longspine thornyhead"
2024,"CA",263937.705140051,5655.64637739031,10332.9786444391,46668,47.831713292402,419.197106598607,4.14588233749485e-06,7312.29343535899,"longspine thornyhead"
2024,"OR",104284.938355822,5742.56268479196,14321.7710322074,18160,106.276881932071,0.000339978325839623,2.56911665675893e-07,3439.45213997894,"longspine thornyhead"
2024,"WA",55905.9672123517,4969.41930776459,8189.20711169399,11250,77.2085850829323,9.33997722376009e-06,2.87537580446303e-07,9747.62211495921,"longspine thornyhead"
2003,"Coastwide",390644.792314465,5134.79313749658,9929.39876110265,76078,35.9992463352257,11.0137082912106,5.86833599832185e-07,6709.7431431534,"longspine thornyhead"
2004,"Coastwide",397129.377768403,5220.02915124481,10081.1656967472,76078,36.5494805873956,11.3763776164312,5.82364374798421e-07,6780.53720175145,"longspine thornyhead"
2005,"Coastwide",386539.279715144,5080.82861951082,9948.41536405834,76078,36.0681914335878,11.2306388148014,5.79662204127232e-07,6614.42130698606,"longspine thornyhead"
2006,"Coastwide",386229.791639042,5076.76058307318,10025.1365661472,76078,36.3463457830689,11.3248581505184,5.82186210569831e-07,6504.58953374838,"longspine thornyhead"
2007,"Coastwide",394253.942088862,5182.233261769,9993.43415539906,76078,36.2314080188193,11.1403963607989,5.83087507194445e-07,6559.48280937965,"longspine thornyhead"
2008,"Coastwide",407149.220240128,5351.73401298835,10673.9627274592,76078,38.6986788267681,11.2426868349052,5.83328697707606e-07,6784.79836328693,"longspine thornyhead"
2009,"Coastwide",407294.86879905,5353.64847655104,10710.0490244273,76078,38.8295104637218,11.7933377302479,5.87380195907096e-07,6861.92354405269,"longspine thornyhead"
2010,"Coastwide",402532.419485755,5291.04891671384,10344.9405084218,76078,37.5058017757136,11.380004520403,5.88293854274869e-07,6859.99517166548,"longspine thornyhead"
2011,"Coastwide",407730.975715802,5359.38084223826,10581.0501531517,76078,38.3618223130347,11.5326677605597,5.94042485916227e-07,6839.56037823782,"longspine thornyhead"
2012,"Coastwide",403696.287252983,5306.34726534586,10519.3133505469,76078,38.1379942224933,11.1922516784649,5.82637607377227e-07,6781.70255216092,"longspine thornyhead"
2013,"Coastwide",400890.87853349,5269.47183855372,10516.7853182974,76078,38.1288287878197,11.3631402702887,5.81506511182789e-07,6639.36669007081,"longspine thornyhead"
2014,"Coastwide",401826.804219646,5281.77402428621,10490.840770676,76078,38.0347662787647,11.2134949931049,5.85674156929225e-07,6662.1943904418,"longspine thornyhead"
2015,"Coastwide",404482.208163337,5316.67772763923,10608.5895194377,76078,38.4616668710686,11.0142400677653,5.79416714678573e-07,6630.94361672559,"longspine thornyhead"
2016,"Coastwide",407450.083242585,5355.68867796979,10679.3915721127,76078,38.7183612184921,11.0618498207124,5.80087102363515e-07,6757.91144429552,"longspine thornyhead"
2017,"Coastwide",420259.148783435,5524.05621577112,10825.0546497535,76078,39.2464658036838,11.5560360272791,5.90708383385967e-07,6845.38517334536,"longspine thornyhead"
2018,"Coastwide",418465.060999334,5500.47400035929,10789.0664607934,76078,39.1159898593995,11.2787746507041,5.85423704909281e-07,6954.909424463,"longspine thornyhead"
2019,"Coastwide",404463.407779876,5316.43060779564,10486.7128938996,76078,38.0198005737416,11.1514413033242,5.80894065417218e-07,6781.42948700659,"longspine thornyhead"
2021,"Coastwide",428204.234698278,5628.48963824335,11207.7982438922,76078,40.6341108424353,11.384755299094,5.84884432706724e-07,6973.06197460283,"longspine thornyhead"
2022,"Coastwide",426313.933535825,5603.64275527517,11155.4691527653,76078,40.4443906098917,11.7974117235049,5.88499756218643e-07,7008.57566716453,"longspine thornyhead"
2023,"Coastwide",425040.114225932,5586.89915909898,11050.4377255618,76078,40.063596937303,10.9648325351442,5.84004261546052e-07,7105.35399061228,"longspine thornyhead"
2024,"Coastwide",424128.610708225,5574.91798822556,11155.0415134394,76078,40.4428401944228,11.7246512780571,5.84991043520714e-07,6969.77657339135,"longspine thornyhead"
2003,"CA",30736.5937377021,658.622476594285,1312.59000247985,46668,6.07602423555551,7.70376873381816,0.0391527745899363,724.498136868135,"petrale sole"
2003,"OR",19546.759972492,1076.36343460859,1204.01997668175,18160,8.93461350680029,600.456793128769,0.505724215482577,1996.20744326057,"petrale sole"
2003,"WA",12607.8204334007,1120.69514963562,1492.41235691117,11250,14.0705986386465,236.890766374399,0.0776657616263892,2077.82331056262,"petrale sole"
2004,"CA",46842.4577534009,1003.7382736222,1943.3112451953,46668,8.99565454614644,12.0820124530538,0.0520876513518414,1026.95398371987,"petrale sole"
2004,"OR",20838.4572019584,1147.49213667172,1294.96752471368,18160,9.60950363054716,613.761652153059,0.523698527561363,2125.68209805407,"petrale sole"
2004,"WA",11217.0147771125,997.067980187776,1254.72638367467,11250,11.8296737924004,243.981717256974,0.0869038593226791,1918.50448648554,"petrale sole"
2005,"CA",44080.8273984554,944.562171047728,1941.2089700311,46668,8.98592304215558,9.08439237378541,0.0428168707256076,814.026405232413,"petrale sole"
2005,"OR",24681.0958523893,1359.09118129897,1525.53724489667,18160,11.3204813353221,737.271304098269,0.653204122949288,2470.78181105474,"petrale sole"
2005,"WA",10248.9088882852,911.014123403127,1161.75221048389,11250,10.9531048812216,200.028998704735,0.0539264731162486,1748.7475536459,"petrale sole"
2006,"CA",41789.813527256,895.470419286363,1773.02729945192,46668,8.20740430859466,9.30140560966753,0.0445627834734287,817.50506660844,"petrale sole"
2006,"OR",21851.6252768832,1203.28333022484,1366.16357755831,18160,10.137824777784,605.045198813521,0.479496494471372,2202.20623817979,"petrale sole"
2006,"WA",9281.88662957257,825.056589295339,1079.89306914312,11250,10.1813294952994,173.9083164762,0.0565007114313439,1561.48317583881,"petrale sole"
2007,"CA",40019.288288853,857.531676713229,1686.92429686685,46668,7.80883055024472,8.5409425493628,0.0414315151855921,828.683290352711,"petrale sole"
2007,"OR",18943.2280000066,1043.12929515455,1190.05644313128,18160,8.83099498063061,519.835089517268,0.39934441443408,1907.49293292248,"petrale sole"
2007,"WA",8486.38883549647,754.345674266353,983.6596343917,11250,9.27403197143802,157.111463287128,0.0487466269594219,1433.3498082094,"petrale sole"
2008,"CA",29532.6003212563,632.823354788213,1256.84535484911,46668,5.81798034571409,5.7876953853466,0.0312247473982085,543.008758753142,"petrale sole"
2008,"OR",19424.6739975165,1069.64063862976,1174.78741719226,18160,8.71768884947616,592.335059376649,0.46837023823637,2051.50900975241,"petrale sole"
2008,"WA",8176.84688327261,726.830834068677,924.499057937656,11250,8.71626070757722,166.002278278034,0.0606812960677022,1401.41226113552,"petrale sole"
2009,"CA",32391.931071481,694.092977446667,1451.78651168259,46668,6.72036966087698,8.27374067917353,0.0421032492508042,637.236135099046,"petrale sole"
2009,"OR",19016.4229345474,1047.15985322398,1198.30444702529,18160,8.89220054899555,511.751565616334,0.428206511555947,1920.21563623731,"petrale sole"
2009,"WA",8393.02044173148,746.046261487243,975.456010208349,11250,9.19668746089997,158.731268021802,0.0535993985432007,1415.67223630251,"petrale sole"
2010,"CA",36565.6946158091,783.528212389842,1595.82452358484,46668,7.38712656859822,11.2400059618181,0.0549402445635217,799.470366849646,"petrale sole"
2010,"OR",29735.3082910607,1637.40684422141,1810.46996285283,18160,13.4348679399335,885.587118022154,0.862602860311114,3011.27473009662,"petrale sole"
2010,"WA",13907.0380222659,1236.18115753475,1600.04544679557,11250,15.0853731418107,284.452855173604,0.107265462230178,2333.60831951968,"petrale sole"
2011,"CA",49005.5666481465,1050.08928276649,2147.58708334479,46668,9.94125442195666,13.1635551193418,0.0607937917290473,922.6502456819,"petrale sole"
2011,"OR",32836.4484681797,1808.17447512003,1997.47263369473,18160,14.822549723517,1050.30390319011,1.14686184996358,3339.08852641636,"petrale sole"
2011,"WA",20759.3621431112,1845.27663494322,2353.26781629245,11250,22.186821744646,447.363182543007,0.180861061042512,3528.7591195131,"petrale sole"
2012,"CA",64289.1069968013,1377.58436180683,2916.15521257574,46668,13.4989827080629,13.9800748067297,0.0727281994329235,1136.86868296816,"petrale sole"
2012,"OR",40338.0696806473,2221.25934364798,2485.65937032914,18160,18.4452137120294,1247.52508310774,1.16093053121717,4016.137552208,"petrale sole"
2012,"WA",20338.0104001616,1807.82314668103,2346.15915200847,11250,22.1198006150409,414.402362008659,0.146021083960387,3414.59167257339,"petrale sole"
2013,"CA",87673.7036522924,1878.66854487641,3697.54071799268,46668,17.1160430690708,17.561919338728,0.0803802561435392,1707.5822150848,"petrale sole"
2013,"OR",49322.0632686276,2715.97264695086,3005.60022752806,18160,22.3035139856424,1599.85457495716,1.76931803863128,4959.2867796741,"petrale sole"
