metric,timeseries,year,SElo,index,SEup,region_type
snowpack,Columbia Glaciated,2021,-0.236288142979536,0.0642098705252416,0.36456866516503,Ecoregion
snowpack,Columbia Glaciated,2022,-0.860901932905679,-0.560948526142713,-0.259953699669975,Ecoregion
snowpack,Columbia Glaciated,2023,-0.333675328920258,-0.0332950921859896,0.267068656182217,Ecoregion
snowpack,Columbia Glaciated,2024,-1.10734264657241,-0.806993323488954,-0.50669358737373,Ecoregion
snowpack,Columbia Glaciated,2025,-0.488463982964746,-0.188361520542966,0.112189416962296,Ecoregion
snowpack,Columbia Unglaciated,1966,-1.95116618025728,-0.506243506288731,0.938683378484206,Ecoregion
snowpack,Columbia Unglaciated,1967,-0.847819537457589,0.597107725366198,2.04203002160018,Ecoregion
snowpack,Columbia Unglaciated,1968,-0.771779675417524,0.359022015062718,1.48730612180574,Ecoregion
snowpack,Columbia Unglaciated,1969,-0.579247005785101,0.551288643248635,1.67963243281933,Ecoregion
snowpack,Columbia Unglaciated,1970,-0.945445969028466,0.182980253900716,1.31355420115056,Ecoregion
snowpack,Columbia Unglaciated,1971,0.199169051461932,1.30853020415856,2.42324716829755,Ecoregion
snowpack,Columbia Unglaciated,1972,1.49233070296685,2.60530486275192,3.71529561637604,Ecoregion
snowpack,Columbia Unglaciated,1973,-1.77223635057765,-0.663603256584776,0.443111782697968,Ecoregion
snowpack,Columbia Unglaciated,1974,0.434176074255196,1.53983184953354,2.65046232679227,Ecoregion
snowpack,Columbia Unglaciated,1975,-0.0318984981685071,1.07754606818358,2.18382128932825,Ecoregion
snowpack,Columbia Unglaciated,1976,0.454141328671239,1.56170509877296,2.66938546414605,Ecoregion
snowpack,Columbia Unglaciated,1977,-1.8899331997458,-0.805645117180584,0.276163275524423,Ecoregion
snowpack,Columbia Unglaciated,1978,-0.630176788986724,0.44837962164045,1.53327996179216,Ecoregion
snowpack,Columbia Unglaciated,1979,-0.239164120958408,0.110826355263926,0.46079499263317,Ecoregion
snowpack,Columbia Unglaciated,1980,-0.0309891377590971,0.307871143136715,0.647093034972766,Ecoregion
snowpack,Columbia Unglaciated,1981,-1.33083696902794,-1.02729436088362,-0.723730128957044,Ecoregion
snowpack,Columbia Unglaciated,1982,1.1772370732688,1.46013330570132,1.74376989310708,Ecoregion
snowpack,Columbia Unglaciated,1983,0.572538847976517,0.844296476508984,1.11777131076148,Ecoregion
snowpack,Columbia Unglaciated,1984,0.429715051912462,0.695527310968658,0.960750399445544,Ecoregion
snowpack,Columbia Unglaciated,1985,0.596020852787683,0.860635195352828,1.12560505680758,Ecoregion
snowpack,Columbia Unglaciated,1986,-0.536180058302977,-0.271470912648981,-0.00654080092438252,Ecoregion
snowpack,Columbia Unglaciated,1987,-0.728295325545608,-0.463982838697493,-0.1991441683394,Ecoregion
snowpack,Columbia Unglaciated,1988,-0.711735434561439,-0.447148608857064,-0.182751940697263,Ecoregion
snowpack,Columbia Unglaciated,1989,0.547003507357331,0.811686704037721,1.07599868153765,Ecoregion
snowpack,Columbia Unglaciated,1990,-0.495690500683775,-0.231315622507895,0.0333592638116004,Ecoregion
snowpack,Columbia Unglaciated,1991,-0.648201789852683,-0.383856572813728,-0.11907819961844,Ecoregion
snowpack,Columbia Unglaciated,1992,-1.45557282617857,-1.19135868390516,-0.926307277705094,Ecoregion
snowpack,Columbia Unglaciated,1993,-0.286937360498728,-0.0227717880772427,0.24187675463851,Ecoregion
snowpack,Columbia Unglaciated,1994,-1.1020757389495,-0.837834133982595,-0.573444422313398,Ecoregion
snowpack,Columbia Unglaciated,1995,-0.49258017731053,-0.230548240627497,0.0317810040129258,Ecoregion
snowpack,Columbia Unglaciated,1996,-0.261205492724882,3.15E-04,0.26204949069179,Ecoregion
snowpack,Columbia Unglaciated,1997,0.733193953258544,0.994841339996257,1.25656429747393,Ecoregion
snowpack,Columbia Unglaciated,1998,-0.587363615230809,-0.325618298367407,-0.0641707163722201,Ecoregion
snowpack,Columbia Unglaciated,1999,1.14555355678396,1.40687309602527,1.66910835963519,Ecoregion
snowpack,Columbia Unglaciated,2000,-0.00574323419937677,0.255913290034594,0.517401248549786,Ecoregion
snowpack,Columbia Unglaciated,2001,-1.22482851571072,-0.963081224460125,-0.701447800687358,Ecoregion
snowpack,Columbia Unglaciated,2002,0.155496783374182,0.417331481645268,0.678727112066586,Ecoregion
snowpack,Columbia Unglaciated,2003,-0.759121326916157,-0.497421917747877,-0.235745348250664,Ecoregion
snowpack,Columbia Unglaciated,2004,-0.614641250866471,-0.352730952727055,-0.0913750115449293,Ecoregion
snowpack,Columbia Unglaciated,2005,-1.29173946981965,-1.0300947464436,-0.768522748520546,Ecoregion
snowpack,Columbia Unglaciated,2006,0.399731714304877,0.66166230157875,0.923087024221808,Ecoregion
snowpack,Columbia Unglaciated,2007,-0.897413043254931,-0.635691085305037,-0.374096495402692,Ecoregion
snowpack,Columbia Unglaciated,2008,0.786304618100804,1.04818943808889,1.30956976252246,Ecoregion
snowpack,Columbia Unglaciated,2009,0.045263202493192,0.307568371226551,0.568857271281056,Ecoregion
snowpack,Columbia Unglaciated,2010,-0.862980414711393,-0.601371490606012,-0.339814471348502,Ecoregion
snowpack,Columbia Unglaciated,2011,0.456217748422896,0.718014341238121,0.97946064162779,Ecoregion
snowpack,Columbia Unglaciated,2012,-0.133669817845289,0.127901006818487,0.389551460071147,Ecoregion
snowpack,Columbia Unglaciated,2013,-0.835881758739919,-0.574013131857384,-0.312508258583214,Ecoregion
snowpack,Columbia Unglaciated,2014,-0.41070767404818,-0.148905613691316,0.112520861944893,Ecoregion
snowpack,Columbia Unglaciated,2015,-1.7122999992727,-1.45077822613169,-1.18915734616259,Ecoregion
snowpack,Columbia Unglaciated,2016,-0.328706673197168,-0.067119384375297,0.194429185963808,Ecoregion
snowpack,Columbia Unglaciated,2017,-0.0218431218418742,0.239635643916134,0.501345969290878,Ecoregion
snowpack,Columbia Unglaciated,2018,-0.315967465822823,-0.0542864703749139,0.207313543605368,Ecoregion
snowpack,Columbia Unglaciated,2019,-0.0854791482372537,0.176074736690969,0.437794382372539,Ecoregion
snowpack,Columbia Unglaciated,2020,-0.336869418264865,-0.074867177941643,0.186499153424032,Ecoregion
snowpack,Columbia Unglaciated,2021,-0.281752908693294,-0.0196828684905289,0.241635505231675,Ecoregion
snowpack,Columbia Unglaciated,2022,-1.11497837457151,-0.853339556595577,-0.591827031887921,Ecoregion
snowpack,Columbia Unglaciated,2023,0.724759541122731,0.986605551221078,1.24925899491292,Ecoregion
snowpack,Columbia Unglaciated,2024,-0.442747360717697,-0.181145803365595,0.0805403093803448,Ecoregion
snowpack,Columbia Unglaciated,2025,-0.120940278748729,0.140616084207694,0.402340583800628,Ecoregion
snowpack,Salish Sea & WA Coast,1981,-2.94309153505878,-2.25036127748414,-1.5579591269512,Ecoregion
snowpack,Salish Sea & WA Coast,1982,-0.0897143927180624,0.554922550136353,1.19818117823467,Ecoregion
snowpack,Salish Sea & WA Coast,1983,-1.4857384426996,-0.859656815439289,-0.241125523335932,Ecoregion
snowpack,Salish Sea & WA Coast,1984,-0.977025136396104,-0.420361008584392,0.147039583541043,Ecoregion
snowpack,Salish Sea & WA Coast,1985,0.196094990191713,0.752741536231686,1.32013541957909,Ecoregion
snowpack,Salish Sea & WA Coast,1986,-1.12049314300899,-0.558301975406023,5.53E-06,Ecoregion
snowpack,Salish Sea & WA Coast,1987,-0.538335207222645,0.021016856637901,0.581732399997198,Ecoregion
snowpack,Salish Sea & WA Coast,1988,-0.167672694598644,0.390634097437496,0.953010346996968,Ecoregion
snowpack,Salish Sea & WA Coast,1989,0.648128328510285,1.1159594439111,1.58795800728115,Ecoregion
snowpack,Salish Sea & WA Coast,1990,0.408792939438384,0.801531397424255,1.193255227299,Ecoregion
snowpack,Salish Sea & WA Coast,1991,-0.399489151686487,-0.00725274081154792,0.384099769805097,Ecoregion
snowpack,Salish Sea & WA Coast,1992,-1.48328567708346,-1.09172720320131,-0.700963473878173,Ecoregion
snowpack,Salish Sea & WA Coast,1993,-1.14446288705715,-0.752997781136082,-0.362172564636339,Ecoregion
snowpack,Salish Sea & WA Coast,1994,-0.713744761677751,-0.327116734484086,0.0604396171775543,Ecoregion
snowpack,Salish Sea & WA Coast,1995,-0.309538968553519,0.0504288400338358,0.412862815432683,Ecoregion
snowpack,Salish Sea & WA Coast,1996,-1.18696189070556,-0.88893638352144,-0.589700061262628,Ecoregion
snowpack,Salish Sea & WA Coast,1997,1.21348838244729,1.51466029325239,1.81801626303071,Ecoregion
snowpack,Salish Sea & WA Coast,1998,-0.398453482661772,-0.0994416902662718,0.199234791146764,Ecoregion
snowpack,Salish Sea & WA Coast,1999,1.70473712442633,2.01353768319931,2.32091173364145,Ecoregion
snowpack,Salish Sea & WA Coast,2000,0.163493740933396,0.461644071868052,0.759971240436477,Ecoregion
snowpack,Salish Sea & WA Coast,2001,-1.30051044590964,-1.00180066766641,-0.703773319471448,Ecoregion
snowpack,Salish Sea & WA Coast,2002,0.667481239343053,0.966540105809325,1.26594292087669,Ecoregion
snowpack,Salish Sea & WA Coast,2003,-1.018614791618,-0.720297867725826,-0.421945900818686,Ecoregion
snowpack,Salish Sea & WA Coast,2004,-0.386488640007347,-0.0880108544825513,0.210322441886946,Ecoregion
snowpack,Salish Sea & WA Coast,2005,-1.99120640029527,-1.69191772148567,-1.39360547709189,Ecoregion
snowpack,Salish Sea & WA Coast,2006,0.142171136672589,0.440563539643892,0.738833734888778,Ecoregion
snowpack,Salish Sea & WA Coast,2007,-0.108917570167784,0.189390752396695,0.487702415992765,Ecoregion
snowpack,Salish Sea & WA Coast,2008,0.95070288660116,1.2512737139933,1.55109456116248,Ecoregion
snowpack,Salish Sea & WA Coast,2009,-0.397523290455112,-0.0951066894746167,0.207546436606321,Ecoregion
snowpack,Salish Sea & WA Coast,2010,-0.966005250953276,-0.66458066875279,-0.363748558196291,Ecoregion
snowpack,Salish Sea & WA Coast,2011,0.124178752445617,0.427339089691877,0.728752415606849,Ecoregion
snowpack,Salish Sea & WA Coast,2012,0.796793600691882,1.09583594945693,1.39386942978636,Ecoregion
snowpack,Salish Sea & WA Coast,2013,0.102106491566818,0.400750843701926,0.698846569317873,Ecoregion
snowpack,Salish Sea & WA Coast,2014,-0.32008401133982,-0.021882994898041,0.276826210818502,Ecoregion
snowpack,Salish Sea & WA Coast,2015,-2.4981201285658,-2.19917263868623,-1.9010878287259,Ecoregion
snowpack,Salish Sea & WA Coast,2016,-0.311642638312887,-0.012511126207425,0.28614038638287,Ecoregion
snowpack,Salish Sea & WA Coast,2017,-0.0341637796336306,0.264047839524026,0.562292752053319,Ecoregion
snowpack,Salish Sea & WA Coast,2018,-0.00541581597768697,0.295876056156167,0.597120324316216,Ecoregion
snowpack,Salish Sea & WA Coast,2019,-1.06827218885588,-0.769816191606062,-0.471732712677419,Ecoregion
snowpack,Salish Sea & WA Coast,2020,0.0376764665651987,0.336184279557823,0.635285426811501,Ecoregion
snowpack,Salish Sea & WA Coast,2021,0.649058392403296,0.947303032154411,1.24597087393783,Ecoregion
snowpack,Salish Sea & WA Coast,2022,-0.571954879117879,-0.273770428815801,0.0245897603431445,Ecoregion
snowpack,Salish Sea & WA Coast,2023,-0.248236236018799,0.050635071331038,0.34872203822587,Ecoregion
snowpack,Salish Sea & WA Coast,2024,-1.11455250595366,-0.816245225921953,-0.517964976107212,Ecoregion
snowpack,Salish Sea & WA Coast,2025,-0.628855182858383,-0.328156070482133,-0.0280960607042025,Ecoregion
snowpack,OR & N CA Coast,1937,-0.720628324834488,0.304123648930118,1.32867708282148,Ecoregion
snowpack,OR & N CA Coast,1938,-0.241479972159626,0.78343033663524,1.80786158164036,Ecoregion
snowpack,OR & N CA Coast,1939,-1.56399794019428,-0.539298321998438,0.485301998849624,Ecoregion
snowpack,OR & N CA Coast,1940,-1.51301543463119,-0.545003516403479,0.42249403818169,Ecoregion
snowpack,OR & N CA Coast,1941,0.267635898773054,1.23512593484469,2.20311457455067,Ecoregion
snowpack,OR & N CA Coast,1942,-0.977310362209525,-0.00964761255153434,0.95815817296472,Ecoregion
snowpack,OR & N CA Coast,1943,-1.18894851260358,-0.220982565646297,0.746538037435359,Ecoregion
snowpack,OR & N CA Coast,1944,-1.69032388261106,-0.722887920519206,0.245186984546512,Ecoregion
snowpack,OR & N CA Coast,1945,-1.16122716800249,-0.193669494521315,0.774251811507115,Ecoregion
snowpack,OR & N CA Coast,1946,0.0589495749122136,0.817020772632201,1.57762186613551,Ecoregion
snowpack,OR & N CA Coast,1947,-1.64570206315683,-0.895043235860513,-0.148928405215992,Ecoregion
snowpack,OR & N CA Coast,1948,-1.19164074143788,-0.446208916457317,0.306755134284105,Ecoregion
snowpack,OR & N CA Coast,1949,-0.053467379721025,0.690470893203957,1.4392837851542,Ecoregion
snowpack,OR & N CA Coast,1950,-0.391060574978083,0.352574213647568,1.10324091103994,Ecoregion
snowpack,OR & N CA Coast,1951,-0.552396611092845,0.146073341506136,0.848945625564659,Ecoregion
snowpack,OR & N CA Coast,1952,1.70241775463073,2.40221237913753,3.10475844588877,Ecoregion
snowpack,OR & N CA Coast,1953,0.341905120398618,1.04258543683253,1.74303014806753,Ecoregion
snowpack,OR & N CA Coast,1954,-0.00999883043424587,0.689893994741114,1.39054534077734,Ecoregion
snowpack,OR & N CA Coast,1955,-1.21336586704985,-0.51319398408991,0.188980389316074,Ecoregion
snowpack,OR & N CA Coast,1956,0.663370385133539,1.40706551294789,2.14718546156143,Ecoregion
snowpack,OR & N CA Coast,1957,-0.788824898647741,-0.0866180765896995,0.619394467156258,Ecoregion
snowpack,OR & N CA Coast,1958,0.924879644674825,1.6248457996247,2.32841586293557,Ecoregion
snowpack,OR & N CA Coast,1959,-1.13605349792029,-0.428721632759568,0.268275685553216,Ecoregion
snowpack,OR & N CA Coast,1960,-0.743159252728139,-0.0451468189446519,0.658469858937208,Ecoregion
snowpack,OR & N CA Coast,1961,-0.164924588897843,0.535155141566897,1.23577323476073,Ecoregion
snowpack,OR & N CA Coast,1962,-0.0454493296415881,0.655148358388798,1.3550561698828,Ecoregion
snowpack,OR & N CA Coast,1963,-2.09462203269365,-1.39180711357584,-0.693451151814804,Ecoregion
snowpack,OR & N CA Coast,1964,-0.390760232792855,0.307045574650857,1.01550531111527,Ecoregion
snowpack,OR & N CA Coast,1965,-1.37146652216245,-0.669346195756916,0.029434834232511,Ecoregion
snowpack,OR & N CA Coast,1966,-0.240466415345001,0.462067024342227,1.16069666998347,Ecoregion
snowpack,OR & N CA Coast,1967,-0.181453934114684,0.516904378713464,1.21993477518386,Ecoregion
snowpack,OR & N CA Coast,1968,-0.99133357314858,-0.291593855403626,0.409296078194283,Ecoregion
snowpack,OR & N CA Coast,1969,1.05238865549606,1.7539062802427,2.45329543378587,Ecoregion
snowpack,OR & N CA Coast,1970,-1.11605802372344,-0.413588052068309,0.285040801275348,Ecoregion
snowpack,OR & N CA Coast,1971,0.412790039611463,1.1125094021609,1.81460411475778,Ecoregion
snowpack,OR & N CA Coast,1972,-0.609590163652811,0.0879127028959492,0.793507613593065,Ecoregion
snowpack,OR & N CA Coast,1973,-0.3303131726444,0.370640972998512,1.07059871264234,Ecoregion
snowpack,OR & N CA Coast,1974,-0.523180503525579,0.420405964468049,1.36331653877343,Ecoregion
snowpack,OR & N CA Coast,1975,1.41686325941422,2.11618372550065,2.81845819470189,Ecoregion
snowpack,OR & N CA Coast,1976,-0.63529298604469,0.0648071980958866,0.775287757795568,Ecoregion
snowpack,OR & N CA Coast,1977,-1.67028941550025,-0.969545028971888,-0.264194593476004,Ecoregion
snowpack,OR & N CA Coast,1978,-1.00842952450821,-0.268993058068177,0.463689528010113,Ecoregion
snowpack,OR & N CA Coast,1979,-1.18167140627378,-0.690975802255887,-0.198815344329332,Ecoregion
snowpack,OR & N CA Coast,1980,-0.643263145176447,-0.14665650970379,0.353415151612094,Ecoregion
snowpack,OR & N CA Coast,1981,-1.23424944961172,-0.854727531810636,-0.470081058849762,Ecoregion
snowpack,OR & N CA Coast,1982,0.0387320153537421,0.448585506558004,0.857433786626246,Ecoregion
snowpack,OR & N CA Coast,1983,1.58718712538146,1.96851135193325,2.34806666727855,Ecoregion
snowpack,OR & N CA Coast,1984,0.04761115997188,0.431017905602123,0.808912316836454,Ecoregion
snowpack,OR & N CA Coast,1985,0.513231201709502,0.891516980805005,1.27163830426323,Ecoregion
snowpack,OR & N CA Coast,1986,-0.702773552728961,-0.322797070209752,0.0556433806410307,Ecoregion
snowpack,OR & N CA Coast,1987,-0.603821734549242,-0.223252062539303,0.154853517446217,Ecoregion
snowpack,OR & N CA Coast,1988,-1.3297167702621,-0.95147608977819,-0.570926797732246,Ecoregion
snowpack,OR & N CA Coast,1989,0.200982570741866,0.581106882934997,0.95955592033554,Ecoregion
snowpack,OR & N CA Coast,1990,-1.19166487597445,-0.813025865900143,-0.433360409916467,Ecoregion
snowpack,OR & N CA Coast,1991,-0.860588009129946,-0.482223022137064,-0.101321320789582,Ecoregion
snowpack,OR & N CA Coast,1992,-1.29547547010987,-0.916461660195946,-0.530675269108861,Ecoregion
snowpack,OR & N CA Coast,1993,0.085992299011508,0.465997867589735,0.84443694592601,Ecoregion
snowpack,OR & N CA Coast,1994,-1.24769949843609,-0.868624631365573,-0.489428988580144,Ecoregion
snowpack,OR & N CA Coast,1995,-0.186972353976546,0.195486619460651,0.573127406271407,Ecoregion
snowpack,OR & N CA Coast,1996,-0.56347381696275,-0.181854718818102,0.196426297104487,Ecoregion
snowpack,OR & N CA Coast,1997,-0.914453985400736,-0.535232588688105,-0.156311925008494,Ecoregion
snowpack,OR & N CA Coast,1998,0.275682651792475,0.655086722687994,1.03798793541385,Ecoregion
snowpack,OR & N CA Coast,1999,1.37542450230485,1.76176958328941,2.14917898572742,Ecoregion
snowpack,OR & N CA Coast,2000,-0.131889020121665,0.248738881262102,0.626789481145152,Ecoregion
snowpack,OR & N CA Coast,2001,-1.32579235720557,-0.947383947384346,-0.562198233163927,Ecoregion
snowpack,OR & N CA Coast,2002,-0.144507473425373,0.238595185669296,0.617180754208827,Ecoregion
snowpack,OR & N CA Coast,2003,-0.941172538600562,-0.56023176073181,-0.182274855861238,Ecoregion
snowpack,OR & N CA Coast,2004,-0.404003691970309,-0.0211187564568323,0.356638030323467,Ecoregion
snowpack,OR & N CA Coast,2005,-0.86808339124216,-0.488400901832769,-0.106329184300493,Ecoregion
snowpack,OR & N CA Coast,2006,0.878529392811823,1.2719553385635,1.66430500934076,Ecoregion
snowpack,OR & N CA Coast,2007,-1.0340639308335,-0.647051539235533,-0.262844510626547,Ecoregion
snowpack,OR & N CA Coast,2008,0.662280795211102,1.04653759299234,1.43298815982709,Ecoregion
snowpack,OR & N CA Coast,2009,-0.506472758986088,-0.124403462331943,0.254738779315009,Ecoregion
snowpack,OR & N CA Coast,2010,-0.789533737396802,-0.396551524604489,-0.00268281815858395,Ecoregion
snowpack,OR & N CA Coast,2011,0.694738914947035,1.0877031614883,1.48136582169407,Ecoregion
snowpack,OR & N CA Coast,2012,-0.188623974834118,0.200433191972444,0.588717755326327,Ecoregion
snowpack,OR & N CA Coast,2013,-0.967491470732236,-0.585149703532293,-0.198921787522371,Ecoregion
snowpack,OR & N CA Coast,2014,-1.58516806981506,-1.20684520816909,-0.822468022175429,Ecoregion
snowpack,OR & N CA Coast,2015,-1.8167615120588,-1.43870497632177,-1.05433179754327,Ecoregion
snowpack,OR & N CA Coast,2016,-0.370430771580469,0.0214674451822972,0.410378230430237,Ecoregion
snowpack,OR & N CA Coast,2017,-0.214652104166643,0.175561605490975,0.563238882710107,Ecoregion
snowpack,OR & N CA Coast,2018,-1.09042060193548,-0.712765528213271,-0.330591365847389,Ecoregion
snowpack,OR & N CA Coast,2019,0.43361311933739,0.814404277959683,1.20173919248767,Ecoregion
snowpack,OR & N CA Coast,2020,-1.03675653727849,-0.656180555268253,-0.276713471581415,Ecoregion
snowpack,OR & N CA Coast,2021,-0.660536795594792,-0.281032126437316,0.0995876862304306,Ecoregion
snowpack,OR & N CA Coast,2022,-1.55808722492041,-1.17636100696556,-0.793403113344418,Ecoregion
snowpack,OR & N CA Coast,2023,0.978898544561183,1.36384753296622,1.75782991412204,Ecoregion
snowpack,OR & N CA Coast,2024,-0.393847698272073,-0.0147661313489004,0.363476705175645,Ecoregion
snowpack,OR & N CA Coast,2025,0.186063489342416,0.569873054478496,0.951571662976918,Ecoregion
snowpack,Sacramento San Joaquin,1910,-1.52270811667875,-0.421012681866099,0.680706497510332,Ecoregion
snowpack,Sacramento San Joaquin,1911,0.673437159759508,1.77499373199056,2.87686712905872,Ecoregion
snowpack,Sacramento San Joaquin,1912,-2.40813651301733,-1.31771832858403,-0.227295183664801,Ecoregion
snowpack,Sacramento San Joaquin,1913,-2.02742270450455,-0.988664654494391,0.0501091399612779,Ecoregion
snowpack,Sacramento San Joaquin,1914,0.230575952071992,1.29506064321134,2.35897474980354,Ecoregion
snowpack,Sacramento San Joaquin,1915,-0.926149055503346,0.207862035141312,1.34188839061677,Ecoregion
snowpack,Sacramento San Joaquin,1916,-0.620251154959848,0.414849070728585,1.45116000811786,Ecoregion
snowpack,Sacramento San Joaquin,1917,-0.35810750752568,0.706175924603417,1.77022937668051,Ecoregion
snowpack,Sacramento San Joaquin,1918,-1.10066073683332,0.106675349892123,1.31401111021063,Ecoregion
snowpack,Sacramento San Joaquin,1919,-0.82766610953339,0.170816939849602,1.16899383384446,Ecoregion
snowpack,Sacramento San Joaquin,1920,-1.44985562641976,-0.458849470216627,0.532094456410877,Ecoregion
snowpack,Sacramento San Joaquin,1921,-0.512545516215641,0.502076342339762,1.51639785293753,Ecoregion
snowpack,Sacramento San Joaquin,1922,0.129615122293171,1.12051455530346,2.11156632491222,Ecoregion
snowpack,Sacramento San Joaquin,1923,-1.02804361323999,-0.0348290563440236,0.958308189396434,Ecoregion
snowpack,Sacramento San Joaquin,1924,-2.27235379815857,-1.28067145184209,-0.289063586397593,Ecoregion
snowpack,Sacramento San Joaquin,1925,-1.4509564977782,-0.659793672776825,0.129304514117846,Ecoregion
snowpack,Sacramento San Joaquin,1926,-1.69359540810671,-0.961883779895938,-0.228640698437652,Ecoregion
