response,region,year,estimate_low,estimate,estimate_high,region_type
1 day max flow,Columbia Glaciated,1987,-0.6335448677242248,-0.28098139865120086,0.07258228524718341,Ecoregion
1 day max flow,Columbia Glaciated,1988,-1.1204908559408124,-0.7675060198238093,-0.41466249287394275,Ecoregion
1 day max flow,Columbia Glaciated,1989,-0.6946238861583063,-0.33893213573408126,0.015076523141530296,Ecoregion
1 day max flow,Columbia Glaciated,1990,-0.47684784334249014,-0.12321847779732915,0.22931748716009753,Ecoregion
1 day max flow,Columbia Glaciated,1991,0.23651960740004457,0.5897041630363657,0.9439346817487211,Ecoregion
1 day max flow,Columbia Glaciated,1992,-1.4099422595803657,-1.0568734088050897,-0.7041022883921536,Ecoregion
1 day max flow,Columbia Glaciated,1993,-0.6930698396905577,-0.3401565992284567,0.012810994126068065,Ecoregion
1 day max flow,Columbia Glaciated,1994,-1.3300406714301394,-0.9770322464000911,-0.6242021892791559,Ecoregion
1 day max flow,Columbia Glaciated,1995,-0.31104175498686215,0.042243197236506075,0.39490681504229463,Ecoregion
1 day max flow,Columbia Glaciated,1996,1.9875533882166412,2.342867763935485,2.7022012677892473,Ecoregion
1 day max flow,Columbia Glaciated,1997,1.1732946531887387,1.5327846733879633,1.8892230316847716,Ecoregion
1 day max flow,Columbia Glaciated,1998,-0.43211877868420967,-0.07698060638155038,0.2762653416527174,Ecoregion
1 day max flow,Columbia Glaciated,1999,0.1878138880243042,0.5416267469245678,0.8950521600467121,Ecoregion
1 day max flow,Columbia Glaciated,2000,-0.7098452053708664,-0.35589576574004617,-0.003333305695296107,Ecoregion
1 day max flow,Columbia Glaciated,2001,-1.5891440259932665,-1.2355861518729612,-0.8830131139409436,Ecoregion
1 day max flow,Columbia Glaciated,2002,0.03997227350834415,0.3933883076562715,0.7479177374649063,Ecoregion
1 day max flow,Columbia Glaciated,2003,-0.5422300085363478,-0.18902371623737613,0.1655763238335739,Ecoregion
1 day max flow,Columbia Glaciated,2004,-1.1909784519865598,-0.8384906069494688,-0.48483236489525305,Ecoregion
1 day max flow,Columbia Glaciated,2005,-1.1732619095038486,-0.8204079834818673,-0.4673989874119225,Ecoregion
1 day max flow,Columbia Glaciated,2006,0.19838946292675397,0.550983815175069,0.9047452018126443,Ecoregion
1 day max flow,Columbia Glaciated,2007,-0.285262502070339,0.0676384011570642,0.42262025438564665,Ecoregion
1 day max flow,Columbia Glaciated,2008,0.23014616705831298,0.583093592669046,0.936614041622685,Ecoregion
1 day max flow,Columbia Glaciated,2009,-0.5808749954836331,-0.22779759091207935,0.1258340687403929,Ecoregion
1 day max flow,Columbia Glaciated,2010,-0.9563076255269778,-0.6029895954551355,-0.2503131027381794,Ecoregion
1 day max flow,Columbia Glaciated,2011,0.3103904938881725,0.6637026595629203,1.0166403575798837,Ecoregion
1 day max flow,Columbia Glaciated,2012,0.17516657840825323,0.5280079693156451,0.8812989687702929,Ecoregion
1 day max flow,Columbia Glaciated,2013,-0.3299231362945798,0.02315924902524573,0.3760363969744539,Ecoregion
1 day max flow,Columbia Glaciated,2014,-0.4445744302900597,-0.09064232522749108,0.2618186642906313,Ecoregion
1 day max flow,Columbia Glaciated,2015,-1.0650459883586785,-0.7121012777969119,-0.3588779071214029,Ecoregion
1 day max flow,Columbia Glaciated,2016,-0.3625754513029428,-0.00991122712160445,0.34435867721069974,Ecoregion
1 day max flow,Columbia Glaciated,2017,0.5647415711764869,0.9202418365327971,1.2731706519691222,Ecoregion
1 day max flow,Columbia Glaciated,2018,0.6397062719343147,0.9926704791081872,1.3455922497515087,Ecoregion
1 day max flow,Columbia Glaciated,2019,-1.025164252439066,-0.6719978689461403,-0.31918272755924876,Ecoregion
1 day max flow,Columbia Glaciated,2020,-0.40866310535047895,-0.05582874343824112,0.2972961211636791,Ecoregion
1 day max flow,Columbia Glaciated,2021,-1.0679394169209537,-0.7149753995166233,-0.3620424835775391,Ecoregion
1 day max flow,Columbia Glaciated,2022,-0.05785705796272955,0.2950481349051228,0.6483078304952079,Ecoregion
1 day max flow,Columbia Glaciated,2023,-0.036276772848203465,0.31616152210478654,0.6700202353527753,Ecoregion
1 day max flow,Columbia Glaciated,2024,-1.34447014462735,-0.9866121199474156,-0.6284585245783625,Ecoregion
7 day min flow,Columbia Unglaciated,1981,-0.5572753125902223,-0.2809198476707505,-0.006027129324075675,Ecoregion
7 day min flow,Columbia Unglaciated,1982,0.24895437077518445,0.5254717053644282,0.8002630664462851,Ecoregion
7 day min flow,Columbia Unglaciated,1983,1.0969402564272626,1.376134658908195,1.6507268639717656,Ecoregion
7 day min flow,Columbia Unglaciated,1984,1.1026351304707858,1.3778929138685982,1.6541349067996296,Ecoregion
7 day min flow,Columbia Unglaciated,1985,0.0236465283506353,0.30032263546595095,0.5750648808380622,Ecoregion
7 day min flow,Columbia Unglaciated,1986,0.01915250730569379,0.2940747111591818,0.570262679245094,Ecoregion
7 day min flow,Columbia Unglaciated,1987,-0.798006377918964,-0.5227018836009507,-0.24706176137366914,Ecoregion
7 day min flow,Columbia Unglaciated,1988,-1.1328183866769743,-0.8576570230928644,-0.5818471769931606,Ecoregion
7 day min flow,Columbia Unglaciated,1989,-0.6324875588283929,-0.3577311189005906,-0.08104877486930256,Ecoregion
7 day min flow,Columbia Unglaciated,1990,-0.5912337393530683,-0.3153192248619153,-0.04020756063466546,Ecoregion
7 day min flow,Columbia Unglaciated,1991,-0.5047294914971656,-0.23013683357970635,0.04807465781417397,Ecoregion
7 day min flow,Columbia Unglaciated,1992,-1.0447413382884658,-0.7700949209340353,-0.4930219885482796,Ecoregion
7 day min flow,Columbia Unglaciated,1993,-0.3897949909321309,-0.11423680081225228,0.1658568477856895,Ecoregion
7 day min flow,Columbia Unglaciated,1994,-1.224971219714495,-0.9499148599969311,-0.6738810004217923,Ecoregion
7 day min flow,Columbia Unglaciated,1995,-0.7657938410608454,-0.49117000005930084,-0.21318143402442952,Ecoregion
7 day min flow,Columbia Unglaciated,1996,0.31559769477285027,0.5914323007691984,0.8666078198382632,Ecoregion
7 day min flow,Columbia Unglaciated,1997,0.7163629879488256,0.9925257791702189,1.2674838483751372,Ecoregion
7 day min flow,Columbia Unglaciated,1998,0.5079413941707791,0.7832371798422006,1.0595611003979417,Ecoregion
7 day min flow,Columbia Unglaciated,1999,0.43628447500236445,0.7121107796586574,0.9874063660346482,Ecoregion
7 day min flow,Columbia Unglaciated,2000,-0.009592461952829923,0.2676087042525052,0.542576328445258,Ecoregion
7 day min flow,Columbia Unglaciated,2001,-0.9462388987483832,-0.6707943489967151,-0.39533110125818993,Ecoregion
7 day min flow,Columbia Unglaciated,2002,-0.8726498792551507,-0.5966274217389581,-0.3215989266729009,Ecoregion
7 day min flow,Columbia Unglaciated,2003,-0.8962508458729026,-0.6202341418309536,-0.3451881244236001,Ecoregion
7 day min flow,Columbia Unglaciated,2004,-0.44018398805867776,-0.16415032094614376,0.11085482452828335,Ecoregion
7 day min flow,Columbia Unglaciated,2005,-0.6541326607506899,-0.3787731722765374,-0.10322699624802101,Ecoregion
7 day min flow,Columbia Unglaciated,2006,-0.3545877372813232,-0.07937209186736784,0.19650018867541205,Ecoregion
7 day min flow,Columbia Unglaciated,2007,-0.5908342859962818,-0.3152678817857881,-0.039919048578816174,Ecoregion
7 day min flow,Columbia Unglaciated,2008,0.1353984988133829,0.4133718863068404,0.6879552705986074,Ecoregion
7 day min flow,Columbia Unglaciated,2009,-0.007830437884111863,0.2673991574240827,0.5433149436267324,Ecoregion
7 day min flow,Columbia Unglaciated,2010,-0.28021203668758365,-0.004899591411470544,0.27076108602096866,Ecoregion
7 day min flow,Columbia Unglaciated,2011,0.520051717250919,0.7947709885361761,1.071582027775206,Ecoregion
7 day min flow,Columbia Unglaciated,2012,0.06517770295171232,0.3415703347382759,0.6164092311171708,Ecoregion
7 day min flow,Columbia Unglaciated,2013,-0.3281286570902544,-0.05050507521440316,0.2240431843965909,Ecoregion
7 day min flow,Columbia Unglaciated,2014,-0.08116367385048157,0.19437115230040164,0.4697388254420314,Ecoregion
7 day min flow,Columbia Unglaciated,2015,-0.7680103011684342,-0.49264744633040397,-0.21698084173383853,Ecoregion
7 day min flow,Columbia Unglaciated,2016,-0.7492345435444947,-0.4740484583823842,-0.19803626410446318,Ecoregion
7 day min flow,Columbia Unglaciated,2017,-0.07045755520514768,0.20493633127291286,0.4804426521353363,Ecoregion
7 day min flow,Columbia Unglaciated,2018,-0.2429095505143193,0.03309148922133007,0.30811472591263167,Ecoregion
7 day min flow,Columbia Unglaciated,2019,-0.23846879994675801,0.03646548484320961,0.31263218675181936,Ecoregion
7 day min flow,Columbia Unglaciated,2020,-0.19928285235608778,0.07642575992252114,0.35164939698736797,Ecoregion
7 day min flow,Columbia Unglaciated,2021,-0.7504095728615849,-0.4751715798785464,-0.19926123078004765,Ecoregion
7 day min flow,Columbia Unglaciated,2022,-0.36173100997872853,-0.08552482429197905,0.18960256349858337,Ecoregion
7 day min flow,Columbia Unglaciated,2023,-0.5217250570040076,-0.24638446460418417,0.029426223292107173,Ecoregion
7 day min flow,Columbia Unglaciated,2024,-0.32163429684359107,-0.043577635998868235,0.2346845727198149,Ecoregion
1 day max flow,Columbia Unglaciated,1981,-0.28240965260327255,0.07003015234533272,0.4219282706592958,Ecoregion
1 day max flow,Columbia Unglaciated,1982,0.4809537814332393,0.8332554844917099,1.1850707886949106,Ecoregion
1 day max flow,Columbia Unglaciated,1983,0.0031159831398570037,0.3558606054023476,0.7077483129167819,Ecoregion
1 day max flow,Columbia Unglaciated,1984,0.44902028601179844,0.8011470603288545,1.1552228940170906,Ecoregion
1 day max flow,Columbia Unglaciated,1985,-0.5545983484055634,-0.2028298125474444,0.14996812216568906,Ecoregion
1 day max flow,Columbia Unglaciated,1986,0.6102220203440049,0.9628846606888647,1.3145646206540058,Ecoregion
1 day max flow,Columbia Unglaciated,1987,-0.7005598529343069,-0.34874059387617984,0.0051211517029124964,Ecoregion
1 day max flow,Columbia Unglaciated,1988,-1.037635810651237,-0.6858856329240515,-0.3333299131122135,Ecoregion
1 day max flow,Columbia Unglaciated,1989,-0.7199772714847185,-0.36783673495075253,-0.015842488940537525,Ecoregion
1 day max flow,Columbia Unglaciated,1990,-0.8242843378631782,-0.47229676683254507,-0.11959087303811794,Ecoregion
1 day max flow,Columbia Unglaciated,1991,-0.38108890459733563,-0.02927356219686058,0.3244454208855523,Ecoregion
1 day max flow,Columbia Unglaciated,1992,-1.3500018650216357,-0.9979756457572402,-0.6459113709478738,Ecoregion
1 day max flow,Columbia Unglaciated,1993,-0.18502683761849828,0.16660969276116802,0.5194405187298732,Ecoregion
1 day max flow,Columbia Unglaciated,1994,-1.4734744558796704,-1.1212478751126977,-0.7692043803999407,Ecoregion
1 day max flow,Columbia Unglaciated,1995,-0.17408016021963818,0.17766045204384515,0.5302403111546725,Ecoregion
1 day max flow,Columbia Unglaciated,1996,1.5136969324820164,1.86710042992006,2.220250735624717,Ecoregion
1 day max flow,Columbia Unglaciated,1997,1.3356517630858966,1.6874198716212705,2.0398625143749043,Ecoregion
1 day max flow,Columbia Unglaciated,1998,-0.46014353611238223,-0.10825568112847837,0.24392525482203495,Ecoregion
1 day max flow,Columbia Unglaciated,1999,-0.01161808072531173,0.340828260387575,0.6925774834572445,Ecoregion
1 day max flow,Columbia Unglaciated,2000,-0.8867993606103477,-0.5329080225617661,-0.18123557125620443,Ecoregion
1 day max flow,Columbia Unglaciated,2001,-1.5378334033542544,-1.1860413057979118,-0.833661778444181,Ecoregion
1 day max flow,Columbia Unglaciated,2002,-0.5658532526328932,-0.21396341955244338,0.13834181512873814,Ecoregion
1 day max flow,Columbia Unglaciated,2003,-0.36871543507335625,-0.01631671189379462,0.3356385986184533,Ecoregion
1 day max flow,Columbia Unglaciated,2004,-0.8429624398322764,-0.49080561222993757,-0.13884164584170855,Ecoregion
1 day max flow,Columbia Unglaciated,2005,-0.8928122548315678,-0.541145904657747,-0.1884553981185213,Ecoregion
1 day max flow,Columbia Unglaciated,2006,0.3421552112230311,0.6941354277275008,1.0462500904490597,Ecoregion
1 day max flow,Columbia Unglaciated,2007,-0.688255724571373,-0.3364606082413746,0.01607811615391913,Ecoregion
1 day max flow,Columbia Unglaciated,2008,-0.36498141502416726,-0.0126725272839309,0.3394780331586722,Ecoregion
1 day max flow,Columbia Unglaciated,2009,0.02409937964042219,0.3761145193230112,0.728815120671316,Ecoregion
1 day max flow,Columbia Unglaciated,2010,-0.5765997341825547,-0.2217927628719525,0.13059399939718436,Ecoregion
1 day max flow,Columbia Unglaciated,2011,0.2702527910738685,0.6236575569708573,0.975277810103437,Ecoregion
1 day max flow,Columbia Unglaciated,2012,-0.14327804487533474,0.20918697995587943,0.5609182407817557,Ecoregion
1 day max flow,Columbia Unglaciated,2013,-0.7402753359719658,-0.3883260404837748,-0.036234356153946545,Ecoregion
1 day max flow,Columbia Unglaciated,2014,-0.45298368699929703,-0.0999950047435831,0.25163548955367876,Ecoregion
1 day max flow,Columbia Unglaciated,2015,-0.7586336638607178,-0.4067439723270352,-0.05380551623734042,Ecoregion
1 day max flow,Columbia Unglaciated,2016,-0.4580207020945865,-0.10606292352390578,0.2461311223774031,Ecoregion
1 day max flow,Columbia Unglaciated,2017,0.40687286632615777,0.7585804949168187,1.1111240098580866,Ecoregion
1 day max flow,Columbia Unglaciated,2018,-0.5964871083928462,-0.24415800751618133,0.10765299520107954,Ecoregion
1 day max flow,Columbia Unglaciated,2019,0.14415616421365407,0.49738426603605346,0.8491335153570523,Ecoregion
1 day max flow,Columbia Unglaciated,2020,-0.2912312127140662,0.06097388729564404,0.4128978804074515,Ecoregion
1 day max flow,Columbia Unglaciated,2021,-1.1958152566022837,-0.8432227431773317,-0.49143587791948995,Ecoregion
1 day max flow,Columbia Unglaciated,2022,-0.18150547525726168,0.17034680977936295,0.5227641645029734,Ecoregion
1 day max flow,Columbia Unglaciated,2023,-0.6450767879085502,-0.29192002341125894,0.059749350347696795,Ecoregion
1 day max flow,Columbia Unglaciated,2024,-0.7534279455084493,-0.40016479560735,-0.046755769406313596,Ecoregion
7 day min flow,Salish Sea & WA Coast,1981,-0.1450814784780776,0.21226966780465747,0.5721262175894128,Ecoregion
7 day min flow,Salish Sea & WA Coast,1982,0.3675239742605696,0.7262590961467361,1.0856489942763738,Ecoregion
7 day min flow,Salish Sea & WA Coast,1983,1.2341494116188465,1.5909232714466541,1.9523477187050937,Ecoregion
7 day min flow,Salish Sea & WA Coast,1984,-0.09777442484442705,0.27204161752515577,0.6287200656415128,Ecoregion
7 day min flow,Salish Sea & WA Coast,1985,-0.2997985520214461,0.058411455864326854,0.41716466002786134,Ecoregion
7 day min flow,Salish Sea & WA Coast,1986,-0.5963553765644525,-0.23951388687520322,0.12124271893174027,Ecoregion
7 day min flow,Salish Sea & WA Coast,1987,-0.9839446993396276,-0.6276257992838465,-0.26548872860568323,Ecoregion
7 day min flow,Salish Sea & WA Coast,1988,-1.4825663408797372,-1.1221444694822693,-0.7651274679423972,Ecoregion
7 day min flow,Salish Sea & WA Coast,1989,-0.3903398957927233,-0.034432456461879375,0.3302259845691784,Ecoregion
7 day min flow,Salish Sea & WA Coast,1990,-0.6175528548764159,-0.2610710588211841,0.10086392673642397,Ecoregion
7 day min flow,Salish Sea & WA Coast,1991,0.5805345999430608,0.9368441966884666,1.3080835825857435,Ecoregion
7 day min flow,Salish Sea & WA Coast,1992,-0.9549298378980406,-0.5986067492710913,-0.23656167304820241,Ecoregion
7 day min flow,Salish Sea & WA Coast,1993,-0.6773777068459768,-0.31529591329483564,0.041153779285559466,Ecoregion
7 day min flow,Salish Sea & WA Coast,1994,-0.7039318307754184,-0.34703616351630845,0.014127213238253833,Ecoregion
7 day min flow,Salish Sea & WA Coast,1995,-0.9288952625397775,-0.5713902308846932,-0.2114552661165119,Ecoregion
7 day min flow,Salish Sea & WA Coast,1996,0.26548023752051936,0.6212906460941137,0.9861033207852695,Ecoregion
7 day min flow,Salish Sea & WA Coast,1997,1.1476529771346624,1.5034324159986132,1.8713150620473964,Ecoregion
7 day min flow,Salish Sea & WA Coast,1998,-0.4835565171553515,-0.12725499135389667,0.234962832744732,Ecoregion
7 day min flow,Salish Sea & WA Coast,1999,-0.035536242827742426,0.3230120936565112,0.6818129125644691,Ecoregion
7 day min flow,Salish Sea & WA Coast,2000,0.22002133617088626,0.5769749999903998,0.937844796277675,Ecoregion
7 day min flow,Salish Sea & WA Coast,2001,0.029525119010255063,0.3854724174684998,0.7492108843002987,Ecoregion
7 day min flow,Salish Sea & WA Coast,2002,-0.44766362217974937,-0.08816113943335593,0.2694395693708094,Ecoregion
7 day min flow,Salish Sea & WA Coast,2003,-1.375657663530061,-1.0153827286461936,-0.6582822980723737,Ecoregion
7 day min flow,Salish Sea & WA Coast,2004,-0.2779186947986707,0.07778286722112397,0.4437292624742144,Ecoregion
7 day min flow,Salish Sea & WA Coast,2005,-0.6564449557509737,-0.2972979078462991,0.060968664112498794,Ecoregion
7 day min flow,Salish Sea & WA Coast,2006,-0.6237843889534661,-0.2659124136093495,0.09358908751995582,Ecoregion
7 day min flow,Salish Sea & WA Coast,2007,-1.0248146448523456,-0.6627519202929789,-0.30643774262414886,Ecoregion
7 day min flow,Salish Sea & WA Coast,2008,0.5470242601485478,0.9072232675412977,1.2643661033694547,Ecoregion
7 day min flow,Salish Sea & WA Coast,2009,-0.4218330047408049,-0.06459464657039833,0.29575740363005465,Ecoregion
7 day min flow,Salish Sea & WA Coast,2010,-0.5958200889422716,-0.23310125538114274,0.12302281928936751,Ecoregion
7 day min flow,Salish Sea & WA Coast,2011,0.8249495264960798,1.1873189609104766,1.5439389614032422,Ecoregion
7 day min flow,Salish Sea & WA Coast,2012,0.1131914357969534,0.4746897778286276,0.8313124157521397,Ecoregion
7 day min flow,Salish Sea & WA Coast,2013,-0.3709039983156294,-0.006087511487877559,0.3497337581526898,Ecoregion
7 day min flow,Salish Sea & WA Coast,2014,-0.017895226315674362,0.3453776613159044,0.7013950819191588,Ecoregion
7 day min flow,Salish Sea & WA Coast,2015,-0.9038832805624207,-0.5479156271983553,-0.18263069504373225,Ecoregion
7 day min flow,Salish Sea & WA Coast,2016,-0.6647639260248598,-0.3026258526662751,0.05367463298193925,Ecoregion
7 day min flow,Salish Sea & WA Coast,2017,-0.654359372899622,-0.28601806711962724,0.06983691057320002,Ecoregion
7 day min flow,Salish Sea & WA Coast,2018,-0.6977594505536624,-0.3367900631914591,0.01995760910360206,Ecoregion
7 day min flow,Salish Sea & WA Coast,2019,-0.8861415043690649,-0.5236822997119707,-0.16746046586595642,Ecoregion
7 day min flow,Salish Sea & WA Coast,2020,-0.4279696953133169,-0.06707991571199616,0.2897059950325829,Ecoregion
7 day min flow,Salish Sea & WA Coast,2021,-0.5918827273015892,-0.2338386321109914,0.12508532805585415,Ecoregion
7 day min flow,Salish Sea & WA Coast,2022,-0.42451391936727434,-0.05940166466441581,0.29636145741675435,Ecoregion
7 day min flow,Salish Sea & WA Coast,2023,-1.1933352265660377,-0.8249735708989293,-0.46212435237070676,Ecoregion
7 day min flow,Salish Sea & WA Coast,2024,-0.5299396168055599,-0.16484082228402233,0.19443384670726188,Ecoregion
1 day max flow,Salish Sea & WA Coast,1981,0.30862184756103084,0.7143293763202986,1.1209435961458247,Ecoregion
1 day max flow,Salish Sea & WA Coast,1982,-0.622224727934958,-0.21541249469435417,0.1888290823282855,Ecoregion
1 day max flow,Salish Sea & WA Coast,1983,-0.5047846323097508,-0.09930737030260853,0.3052243969112474,Ecoregion
1 day max flow,Salish Sea & WA Coast,1984,-0.012085947613492354,0.3932521521914964,0.7982140904769437,Ecoregion
1 day max flow,Salish Sea & WA Coast,1985,-1.4380945666370544,-1.033294986494501,-0.6281757320487857,Ecoregion
1 day max flow,Salish Sea & WA Coast,1986,-0.44947025400887924,-0.04317828329307439,0.3611308328391056,Ecoregion
1 day max flow,Salish Sea & WA Coast,1987,-0.2929172828231201,0.11248704810522703,0.517111537748344,Ecoregion
1 day max flow,Salish Sea & WA Coast,1988,-1.3818371012720378,-0.976002298022347,-0.5716420341263103,Ecoregion
1 day max flow,Salish Sea & WA Coast,1989,-1.194016738259441,-0.7891802880670159,-0.3838360033480518,Ecoregion
1 day max flow,Salish Sea & WA Coast,1990,0.3238686501262145,0.7285663061164984,1.1339641576150643,Ecoregion
1 day max flow,Salish Sea & WA Coast,1991,1.193586763960288,1.5995713802158937,2.004172028805337,Ecoregion
1 day max flow,Salish Sea & WA Coast,1992,-0.9223796004815767,-0.5171352504573822,-0.11231284601167846,Ecoregion
1 day max flow,Salish Sea & WA Coast,1993,-1.5305735269536114,-1.1252240742509791,-0.7206200044214951,Ecoregion
1 day max flow,Salish Sea & WA Coast,1994,-1.1184797889589437,-0.7137840832035375,-0.3083567431200994,Ecoregion
1 day max flow,Salish Sea & WA Coast,1995,-0.3689151465689713,0.03741503947252498,0.4417127535307097,Ecoregion
1 day max flow,Salish Sea & WA Coast,1996,1.2614235352773358,1.66649622402763,2.071707366361106,Ecoregion
1 day max flow,Salish Sea & WA Coast,1997,0.49757222841520965,0.9021245129970958,1.30762231539359,Ecoregion
1 day max flow,Salish Sea & WA Coast,1998,-1.152063528956273,-0.7467692919906116,-0.3421214553994048,Ecoregion
1 day max flow,Salish Sea & WA Coast,1999,-0.2493631369485673,0.1555766489830019,0.5606644066951861,Ecoregion
1 day max flow,Salish Sea & WA Coast,2000,-0.08636768547145623,0.31859187205791667,0.7249791723809763,Ecoregion
1 day max flow,Salish Sea & WA Coast,2001,-1.8822726406787356,-1.4772915915205247,-1.0723649280326115,Ecoregion
1 day max flow,Salish Sea & WA Coast,2002,-0.1170147804683454,0.28892888243387543,0.6936604967882891,Ecoregion
1 day max flow,Salish Sea & WA Coast,2003,-0.48793278070309587,-0.08360582236915033,0.3223312828759899,Ecoregion
1 day max flow,Salish Sea & WA Coast,2004,0.2126895482006012,0.6187111167859948,1.023713272218636,Ecoregion
1 day max flow,Salish Sea & WA Coast,2005,-0.5191816796080602,-0.114237797220323,0.2907579548792022,Ecoregion
1 day max flow,Salish Sea & WA Coast,2006,-0.7314165044696481,-0.3240205578480925,0.08026456119609066,Ecoregion
