time,index,nobs,timeseries,stdev,SEup,SElo
1996-11-01T00:00:00Z, 62.096,120,33N, 95.233,157.329, -33.137
1996-12-01T00:00:00Z,-39.515,117,33N,201.554,162.039,-241.069
1997-01-01T00:00:00Z, 20.154,91,33N, 78.070, 98.224, -57.916
1997-02-01T00:00:00Z, 92.381,87,33N,163.108,255.489, -70.727
1997-03-01T00:00:00Z, 57.102,123,33N, 54.174,111.276,   2.928
1997-04-01T00:00:00Z,153.295,104,33N,172.366,325.661, -19.071
1997-05-01T00:00:00Z, 92.847,108,33N, 62.370,155.217,  30.477
1997-06-01T00:00:00Z,129.693,120,33N, 79.091,208.784,  50.602
1997-07-01T00:00:00Z,120.115,123,33N, 53.279,173.394,  66.836
1997-08-01T00:00:00Z, 97.048,117,33N, 43.528,140.576,  53.520
1997-09-01T00:00:00Z, 78.058,118,33N, 54.395,132.453,  23.663
1997-10-01T00:00:00Z, 44.928,122,33N,126.524,171.452, -81.596
1997-11-01T00:00:00Z, 16.124,119,33N, 47.360, 63.484, -31.236
1997-12-01T00:00:00Z,-17.409,124,33N,134.109,116.700,-151.518
1998-01-01T00:00:00Z, 22.964,124,33N, 47.443, 70.407, -24.479
1998-02-01T00:00:00Z, 25.556,105,33N,256.555,282.111,-230.999
1998-03-01T00:00:00Z, 76.583,115,33N,123.272,199.855, -46.689
1998-04-01T00:00:00Z, 89.633,110,33N,110.095,199.728, -20.462
1998-05-01T00:00:00Z, 82.636,121,33N, 62.313,144.949,  20.323
1998-06-01T00:00:00Z, 80.753,119,33N, 43.177,123.930,  37.576
1998-07-01T00:00:00Z, 81.930,124,33N, 64.346,146.276,  17.584
1998-08-01T00:00:00Z, 50.639,123,33N, 35.070, 85.709,  15.569
1998-09-01T00:00:00Z, 59.211,120,33N, 43.718,102.929,  15.493
1998-10-01T00:00:00Z, 59.674,124,33N, 76.951,136.625, -17.277
1998-11-01T00:00:00Z, 47.453,120,33N, 75.601,123.054, -28.148
1998-12-01T00:00:00Z, 38.079,124,33N,115.262,153.341, -77.183
1999-01-01T00:00:00Z, 21.828,124,33N, 80.011,101.839, -58.183
1999-02-01T00:00:00Z, 78.360,112,33N,125.829,204.189, -47.469
1999-03-01T00:00:00Z, 98.185,124,33N,104.715,202.900,  -6.530
1999-04-01T00:00:00Z,220.162,108,33N,337.930,558.092,-117.768
1999-05-01T00:00:00Z,147.736,124,33N,111.808,259.544,  35.928
1999-06-01T00:00:00Z,151.414,118,33N,102.147,253.561,  49.267
1999-07-01T00:00:00Z,116.198,123,33N, 55.848,172.046,  60.350
1999-08-01T00:00:00Z,111.962,124,33N, 56.257,168.219,  55.705
1999-09-01T00:00:00Z, 70.207,119,33N, 42.727,112.934,  27.480
1999-10-01T00:00:00Z, 42.505,106,33N, 61.743,104.248, -19.238
1999-11-01T00:00:00Z, 28.628,119,33N, 74.149,102.777, -45.521
1999-12-01T00:00:00Z, 31.454,123,33N,103.527,134.981, -72.073
2000-01-01T00:00:00Z, 39.348,116,33N, 67.907,107.255, -28.559
2000-02-01T00:00:00Z, 18.121,116,33N, 65.293, 83.414, -47.172
2000-03-01T00:00:00Z, 69.515,122,33N, 96.790,166.305, -27.275
2000-04-01T00:00:00Z,115.058,120,33N,135.365,250.423, -20.307
2000-05-01T00:00:00Z,135.254,120,33N,129.404,264.658,   5.850
2000-06-01T00:00:00Z, 99.415,120,33N, 69.365,168.780,  30.050
2000-07-01T00:00:00Z,118.509,124,33N, 55.901,174.410,  62.608
2000-08-01T00:00:00Z, 96.726,123,33N, 49.543,146.269,  47.183
2000-09-01T00:00:00Z, 64.324,120,33N, 57.233,121.557,   7.091
2000-10-01T00:00:00Z, 58.976,124,33N, 64.849,123.825,  -5.873
2000-11-01T00:00:00Z, 48.063,117,33N, 76.470,124.533, -28.407
2000-12-01T00:00:00Z, -5.633,124,33N, 93.120, 87.487, -98.753
2001-01-01T00:00:00Z, 28.377,119,33N, 88.561,116.938, -60.184
2001-02-01T00:00:00Z, 38.887,112,33N,137.005,175.892, -98.118
2001-03-01T00:00:00Z, 55.537,123,33N,153.384,208.921, -97.847
2001-04-01T00:00:00Z,163.184,119,33N,145.317,308.501,  17.867
2001-05-01T00:00:00Z, 69.336,124,33N, 51.682,121.018,  17.654
2001-06-01T00:00:00Z,108.083,120,33N, 94.272,202.355,  13.811
2001-07-01T00:00:00Z,116.850,124,33N, 52.561,169.411,  64.289
2001-08-01T00:00:00Z,113.759,121,33N, 57.045,170.804,  56.714
2001-09-01T00:00:00Z, 82.571,120,33N, 51.790,134.361,  30.781
2001-10-01T00:00:00Z, 39.756,124,33N, 36.764, 76.520,   2.992
2001-11-01T00:00:00Z, 32.868,113,33N, 48.173, 81.041, -15.305
2001-12-01T00:00:00Z, 60.262,124,33N,152.546,212.808, -92.284
2002-01-01T00:00:00Z, 40.822,124,33N,107.888,148.710, -67.066
2002-02-01T00:00:00Z, 14.648,111,33N, 67.004, 81.652, -52.356
2002-03-01T00:00:00Z,109.071,124,33N,185.695,294.766, -76.624
2002-04-01T00:00:00Z,129.909,119,33N,159.834,289.743, -29.925
2002-05-01T00:00:00Z,150.606,124,33N,125.025,275.631,  25.581
2002-06-01T00:00:00Z,152.920,120,33N,101.841,254.761,  51.079
2002-07-01T00:00:00Z,130.654,124,33N, 63.555,194.209,  67.099
2002-08-01T00:00:00Z,116.357,124,33N, 47.383,163.740,  68.974
2002-09-01T00:00:00Z, 69.054,116,33N, 47.321,116.375,  21.733
2002-10-01T00:00:00Z, 56.789,123,33N, 50.739,107.528,   6.050
2002-11-01T00:00:00Z, 10.710,115,33N, 41.768, 52.478, -31.058
2002-12-01T00:00:00Z, 12.846,122,33N, 68.749, 81.595, -55.903
2003-01-01T00:00:00Z,-18.548,114,33N, 61.614, 43.066, -80.162
2003-02-01T00:00:00Z, 22.370,111,33N,128.024,150.394,-105.654
2003-03-01T00:00:00Z, 90.318,116,33N,139.608,229.926, -49.290
2003-04-01T00:00:00Z, 93.942,120,33N, 79.887,173.829,  14.055
2003-05-01T00:00:00Z,142.657,123,33N,115.370,258.027,  27.287
2003-06-01T00:00:00Z,161.045,120,33N, 94.965,256.010,  66.080
2003-07-01T00:00:00Z,124.217,124,33N, 64.440,188.657,  59.777
2003-08-01T00:00:00Z,161.514,123,33N, 52.274,213.788, 109.240
2003-09-01T00:00:00Z,116.265,120,33N, 88.506,204.771,  27.759
2003-10-01T00:00:00Z, 17.707,124,33N, 44.792, 62.499, -27.085
2003-11-01T00:00:00Z,  4.409,117,33N, 59.683, 64.092, -55.274
2003-12-01T00:00:00Z,-21.868,123,33N,139.145,117.277,-161.013
2004-01-01T00:00:00Z, 10.314,124,33N, 48.187, 58.501, -37.873
2004-02-01T00:00:00Z, 26.825,116,33N, 76.542,103.367, -49.717
2004-03-01T00:00:00Z, 52.966,124,33N, 74.654,127.620, -21.688
2004-04-01T00:00:00Z, 65.714,120,33N, 75.332,141.046,  -9.618
2004-05-01T00:00:00Z,141.794,120,33N,145.326,287.120,  -3.532
2004-06-01T00:00:00Z, 96.448,120,33N, 56.579,153.027,  39.869
2004-07-01T00:00:00Z, 67.422,123,33N, 36.324,103.746,  31.098
2004-08-01T00:00:00Z, 49.882,120,33N, 35.731, 85.613,  14.151
2004-09-01T00:00:00Z, 32.479,120,33N, 38.038, 70.517,  -5.559
2004-10-01T00:00:00Z, 43.719,122,33N, 41.893, 85.612,   1.826
2004-11-01T00:00:00Z, 35.183,120,33N, 42.836, 78.019,  -7.653
2004-12-01T00:00:00Z, -8.822,122,33N, 67.287, 58.465, -76.109
2005-01-01T00:00:00Z, 16.229,124,33N, 57.290, 73.519, -41.061
2005-02-01T00:00:00Z,  2.891,112,33N, 68.584, 71.475, -65.693
2005-03-01T00:00:00Z, 62.976,124,33N, 73.798,136.774, -10.822
2005-04-01T00:00:00Z,115.849,117,33N,117.090,232.939,  -1.241
2005-05-01T00:00:00Z, 98.052,124,33N, 52.440,150.492,  45.612
2005-06-01T00:00:00Z,107.607,120,33N, 64.169,171.776,  43.438
2005-07-01T00:00:00Z, 70.780,124,33N, 39.845,110.625,  30.935
2005-08-01T00:00:00Z, 58.917,124,33N, 32.513, 91.430,  26.404
2005-09-01T00:00:00Z, 85.700,120,33N, 46.804,132.504,  38.896
2005-10-01T00:00:00Z, 71.894,124,33N, 74.662,146.556,  -2.768
2005-11-01T00:00:00Z, 47.895,120,33N, 70.919,118.814, -23.024
2005-12-01T00:00:00Z, 36.391,124,33N, 39.763, 76.154,  -3.372
2006-01-01T00:00:00Z, 62.371,124,33N, 61.019,123.390,   1.352
2006-02-01T00:00:00Z, 47.172,112,33N, 60.042,107.214, -12.870
2006-03-01T00:00:00Z, 84.103,123,33N, 69.583,153.686,  14.520
2006-04-01T00:00:00Z, 70.606,120,33N, 55.683,126.289,  14.923
2006-05-01T00:00:00Z, 93.172,124,33N, 82.031,175.203,  11.141
2006-06-01T00:00:00Z, 97.819,120,33N, 54.798,152.617,  43.021
2006-07-01T00:00:00Z, 76.925,124,33N, 50.374,127.299,  26.551
2006-08-01T00:00:00Z, 92.108,124,33N, 50.813,142.921,  41.295
2006-09-01T00:00:00Z, 72.794,119,33N, 49.986,122.780,  22.808
2006-10-01T00:00:00Z, 61.168,124,33N, 47.064,108.232,  14.104
2006-11-01T00:00:00Z, 62.098,120,33N, 51.091,113.189,  11.007
2006-12-01T00:00:00Z, 63.606,124,33N,145.597,209.203, -81.991
2007-01-01T00:00:00Z, 35.049,124,33N, 80.685,115.734, -45.636
2007-02-01T00:00:00Z, 83.009,112,33N, 75.583,158.592,   7.426
2007-03-01T00:00:00Z, 97.473,124,33N,103.776,201.249,  -6.303
2007-04-01T00:00:00Z,145.485,120,33N,125.606,271.091,  19.879
2007-05-01T00:00:00Z,127.593,124,33N, 81.188,208.781,  46.405
2007-06-01T00:00:00Z,120.946,120,33N, 72.042,192.988,  48.904
2007-07-01T00:00:00Z, 99.087,124,33N, 61.485,160.572,  37.602
2007-08-01T00:00:00Z, 77.524,124,33N, 44.166,121.690,  33.358
2007-09-01T00:00:00Z, 79.019,119,33N, 63.170,142.189,  15.849
2007-10-01T00:00:00Z, 63.349,124,33N, 68.926,132.275,  -5.577
2007-11-01T00:00:00Z, 25.936,120,33N, 27.077, 53.013,  -1.141
2007-12-01T00:00:00Z, 42.006,123,33N, 63.338,105.344, -21.332
2008-01-01T00:00:00Z, -3.596,118,33N,105.021,101.425,-108.617
2008-02-01T00:00:00Z, 51.043,116,33N, 50.879,101.922,   0.164
2008-03-01T00:00:00Z,108.953,124,33N, 82.130,191.083,  26.823
2008-04-01T00:00:00Z,138.861,120,33N,116.613,255.474,  22.248
2008-05-01T00:00:00Z,121.684,124,33N,101.213,222.897,  20.471
2008-06-01T00:00:00Z,114.889,120,33N, 83.985,198.874,  30.904
2008-07-01T00:00:00Z, 81.200,124,33N, 52.154,133.354,  29.046
2008-08-01T00:00:00Z, 68.432,124,33N, 49.680,118.112,  18.752
2008-09-01T00:00:00Z, 56.911,119,33N, 40.697, 97.608,  16.214
2008-10-01T00:00:00Z, 44.182,124,33N, 53.034, 97.216,  -8.852
2008-11-01T00:00:00Z, 39.071,115,33N, 72.056,111.127, -32.985
2008-12-01T00:00:00Z, 35.619,116,33N, 59.396, 95.015, -23.777
2009-01-01T00:00:00Z, 14.727,124,33N, 44.896, 59.623, -30.169
2009-02-01T00:00:00Z, 35.430,112,33N, 64.708,100.138, -29.278
2009-03-01T00:00:00Z, 76.540,124,33N, 73.460,150.000,   3.080
2009-04-01T00:00:00Z,114.838,120,33N,110.310,225.148,   4.528
2009-05-01T00:00:00Z,105.293,124,33N, 67.053,172.346,  38.240
2009-06-01T00:00:00Z, 80.600,120,33N, 47.396,127.996,  33.204
2009-07-01T00:00:00Z, 88.470,124,33N, 46.844,135.314,  41.626
2009-08-01T00:00:00Z, 73.388,124,33N, 51.749,125.137,  21.639
2009-09-01T00:00:00Z, 76.667,120,33N, 80.370,157.037,  -3.703
2009-10-01T00:00:00Z,117.763,124,33N,168.188,285.951, -50.425
2009-11-01T00:00:00Z, 80.134,120,33N,127.020,207.154, -46.886
2009-12-01T00:00:00Z, 50.361,124,33N,124.109,174.470, -73.748
2010-01-01T00:00:00Z,  3.578,124,33N, 60.548, 64.126, -56.970
2010-02-01T00:00:00Z, 69.421,112,33N, 85.133,154.554, -15.712
2010-03-01T00:00:00Z,113.690,124,33N,148.157,261.847, -34.467
2010-04-01T00:00:00Z,160.582,120,33N,152.656,313.238,   7.926
2010-05-01T00:00:00Z,150.354,123,33N,135.091,285.445,  15.263
2010-06-01T00:00:00Z,162.440,120,33N, 97.465,259.905,  64.975
2010-07-01T00:00:00Z,165.494,124,33N, 70.293,235.787,  95.201
2010-08-01T00:00:00Z,115.529,124,33N, 57.553,173.082,  57.976
2010-09-01T00:00:00Z, 78.760,120,33N, 66.418,145.178,  12.342
2010-10-01T00:00:00Z, 46.778,124,33N, 56.307,103.085,  -9.529
2010-11-01T00:00:00Z, 32.314,120,33N, 54.997, 87.311, -22.683
2010-12-01T00:00:00Z, 41.616,124,33N, 94.052,135.668, -52.436
2011-01-01T00:00:00Z,  4.961,123,33N, 44.432, 49.393, -39.471
2011-02-01T00:00:00Z, 26.741,112,33N, 66.019, 92.760, -39.278
2011-03-01T00:00:00Z, 80.358,124,33N, 92.684,173.042, -12.326
2011-04-01T00:00:00Z,121.199,120,33N, 84.895,206.094,  36.304
2011-05-01T00:00:00Z,169.252,124,33N,134.694,303.946,  34.558
2011-06-01T00:00:00Z,165.787,120,33N, 81.860,247.647,  83.927
2011-07-01T00:00:00Z,134.333,124,33N, 70.050,204.383,  64.283
2011-08-01T00:00:00Z,119.862,124,33N, 49.521,169.383,  70.341
2011-09-01T00:00:00Z, 74.036,120,33N, 53.754,127.790,  20.282
2011-10-01T00:00:00Z, 54.942,124,33N, 44.753, 99.695,  10.189
2011-11-01T00:00:00Z, 19.704,120,33N, 58.202, 77.906, -38.498
2011-12-01T00:00:00Z, 23.328,124,33N, 52.087, 75.415, -28.759
2012-01-01T00:00:00Z, 40.668,124,33N, 69.219,109.887, -28.551
2012-02-01T00:00:00Z, 64.686,116,33N, 85.830,150.516, -21.144
2012-03-01T00:00:00Z, 98.385,124,33N,109.241,207.626, -10.856
2012-04-01T00:00:00Z,128.634,120,33N,121.793,250.427,   6.841
2012-05-01T00:00:00Z,209.075,124,33N,116.748,325.823,  92.327
2012-06-01T00:00:00Z,238.973,120,33N,124.720,363.693, 114.253
2012-07-01T00:00:00Z,147.075,124,33N, 75.262,222.337,  71.813
2012-08-01T00:00:00Z, 85.998,124,33N, 53.609,139.607,  32.389
2012-09-01T00:00:00Z, 59.399,120,33N, 42.817,102.216,  16.582
2012-10-01T00:00:00Z, 57.766,124,33N, 59.171,116.937,  -1.405
2012-11-01T00:00:00Z, 34.515,120,33N, 46.853, 81.368, -12.338
2012-12-01T00:00:00Z, 38.760,124,33N, 59.454, 98.214, -20.694
2013-01-01T00:00:00Z, 25.493,124,33N, 65.306, 90.799, -39.813
2013-02-01T00:00:00Z, 69.306,112,33N, 90.724,160.030, -21.418
2013-03-01T00:00:00Z, 81.300,124,33N, 71.806,153.106,   9.494
2013-04-01T00:00:00Z,155.632,120,33N,135.147,290.779,  20.485
2013-05-01T00:00:00Z,164.656,124,33N,138.983,303.639,  25.673
2013-06-01T00:00:00Z,195.960,120,33N,120.463,316.423,  75.497
2013-07-01T00:00:00Z,161.232,124,33N,102.483,263.715,  58.749
2013-08-01T00:00:00Z,148.508,124,33N,106.623,255.131,  41.885
2013-09-01T00:00:00Z,106.535,120,33N, 79.947,186.482,  26.588
2013-10-01T00:00:00Z, 60.536,124,33N, 68.049,128.585,  -7.513
2013-11-01T00:00:00Z, 15.593,120,33N, 47.561, 63.154, -31.968
2013-12-01T00:00:00Z,  5.071,124,33N, 67.980, 73.051, -62.909
2014-01-01T00:00:00Z, 12.780,124,33N, 52.470, 65.250, -39.690
2014-02-01T00:00:00Z, 46.419,112,33N, 56.296,102.715,  -9.877
2014-03-01T00:00:00Z, 67.708,124,33N, 92.647,160.355, -24.939
2014-04-01T00:00:00Z,104.430,120,33N, 93.839,198.269,  10.591
2014-05-01T00:00:00Z,136.379,124,33N,128.826,265.205,   7.553
2014-06-01T00:00:00Z,175.020,118,33N,102.062,277.082,  72.958
2014-07-01T00:00:00Z,129.540,123,33N, 87.279,216.819,  42.261
2014-08-01T00:00:00Z, 96.911,124,33N, 63.571,160.482,  33.340
2014-09-01T00:00:00Z, 94.237,120,33N, 57.598,151.835,  36.639
2014-10-01T00:00:00Z, 37.987,124,33N, 38.515, 76.502,  -0.528
2014-11-01T00:00:00Z, 17.005,119,33N, 39.681, 56.686, -22.676
2014-12-01T00:00:00Z,  1.729,124,33N, 49.148, 50.877, -47.419
2015-01-01T00:00:00Z, -5.190,124,33N, 24.178, 18.988, -29.368
2015-02-01T00:00:00Z, 31.917,112,33N, 48.437, 80.354, -16.520
2015-03-01T00:00:00Z, 52.408,124,33N, 62.144,114.552,  -9.736
2015-04-01T00:00:00Z,100.539,120,33N, 82.396,182.935,  18.143
2015-05-01T00:00:00Z,126.926,123,33N, 90.501,217.427,  36.425
2015-06-01T00:00:00Z,159.985,120,33N, 87.024,247.009,  72.961
2015-07-01T00:00:00Z,122.583,124,33N, 96.177,218.760,  26.406
2015-08-01T00:00:00Z,134.754,123,33N, 76.743,211.497,  58.011
2015-09-01T00:00:00Z, 60.723,120,33N, 48.426,109.149,  12.297
2015-10-01T00:00:00Z, 48.205,122,33N, 50.167, 98.372,  -1.962
2015-11-01T00:00:00Z, 36.899,119,33N, 79.228,116.127, -42.329
2015-12-01T00:00:00Z, 67.868,123,33N, 95.358,163.226, -27.490
2016-01-01T00:00:00Z, 25.719,124,33N, 61.645, 87.364, -35.926
2016-02-01T00:00:00Z, 49.480,116,33N,159.247,208.727,-109.767
2016-03-01T00:00:00Z,100.763,124,33N, 90.795,191.558,   9.968
2016-04-01T00:00:00Z,121.429,118,33N,122.954,244.383,  -1.525
2016-05-01T00:00:00Z,127.962,123,33N, 95.745,223.707,  32.217
2016-06-01T00:00:00Z,146.033,120,33N, 90.458,236.491,  55.575
2016-07-01T00:00:00Z,166.914,123,33N, 96.332,263.246,  70.582
2016-08-01T00:00:00Z,156.606,124,33N, 83.846,240.452,  72.760
2016-09-01T00:00:00Z, 99.514,117,33N, 92.851,192.365,   6.663
2016-10-01T00:00:00Z, 66.464,112,33N, 67.261,133.725,  -0.797
2016-11-01T00:00:00Z, 44.259,120,33N, 75.162,119.421, -30.903
2016-12-01T00:00:00Z, 24.534,124,33N, 92.046,116.580, -67.512
2017-01-01T00:00:00Z, 15.146,123,33N, 70.060, 85.206, -54.914
2017-02-01T00:00:00Z, 41.035,112,33N,112.801,153.836, -71.766
2017-03-01T00:00:00Z, 91.672,124,33N,136.419,228.091, -44.747
2017-04-01T00:00:00Z,166.361,120,33N,157.473,323.834,   8.888
2017-05-01T00:00:00Z,186.351,124,33N,169.040,355.391,  17.311
2017-06-01T00:00:00Z,227.858,120,33N,116.292,344.150, 111.566
2017-07-01T00:00:00Z,158.287,124,33N, 88.790,247.077,  69.497
2017-08-01T00:00:00Z,151.361,124,33N, 82.637,233.998,  68.724
2017-09-01T00:00:00Z, 92.415,114,33N, 78.769,171.184,  13.646
2017-10-01T00:00:00Z, 63.170,124,33N, 82.762,145.932, -19.592
2017-11-01T00:00:00Z, 42.379,119,33N, 42.249, 84.628,   0.130
2017-12-01T00:00:00Z,  9.949,123,33N, 54.207, 64.156, -44.258
2018-01-01T00:00:00Z, 24.905,123,33N, 59.598, 84.503, -34.693
2018-02-01T00:00:00Z, 49.317,112,33N, 70.092,119.409, -20.775
2018-03-01T00:00:00Z, 57.088,124,33N, 57.315,114.403,  -0.227
2018-04-01T00:00:00Z,185.348,120,33N,150.081,335.429,  35.267
2018-05-01T00:00:00Z,186.386,124,33N,116.091,302.477,  70.295
2018-06-01T00:00:00Z,211.846,120,33N,120.399,332.245,  91.447
2018-07-01T00:00:00Z,144.313,124,33N, 92.190,236.503,  52.123
2018-08-01T00:00:00Z,146.534,122,33N, 92.360,238.894,  54.174
2018-09-01T00:00:00Z,123.967,120,33N, 73.672,197.639,  50.295
2018-10-01T00:00:00Z, 45.683,124,33N, 40.111, 85.794,   5.572
2018-11-01T00:00:00Z, 24.807,120,33N, 50.765, 75.572, -25.958
2018-12-01T00:00:00Z, 30.501,124,33N, 75.986,106.487, -45.485
2019-01-01T00:00:00Z,  5.821,121,33N, 66.423, 72.244, -60.602
2019-02-01T00:00:00Z, 34.895,112,33N, 90.618,125.513, -55.723
2019-03-01T00:00:00Z, 63.164,124,33N, 75.444,138.608, -12.280
2019-04-01T00:00:00Z,138.352,119,33N,137.450,275.802,   0.902
2019-05-01T00:00:00Z,130.423,124,33N, 87.048,217.471,  43.375
2019-06-01T00:00:00Z,160.841,119,33N,107.655,268.496,  53.186
2019-07-01T00:00:00Z,192.809,124,33N,102.131,294.940,  90.678
2019-08-01T00:00:00Z,170.437,124,33N, 93.377,263.814,  77.060
2019-09-01T00:00:00Z,103.049,120,33N, 92.454,195.503,  10.595
2019-10-01T00:00:00Z, 50.408,124,33N, 93.209,143.617, -42.801
2019-11-01T00:00:00Z, 35.494,120,33N, 55.230, 90.724, -19.736
2019-12-01T00:00:00Z,  4.154,122,33N, 67.589, 71.743, -63.435
2020-01-01T00:00:00Z, 53.288,124,33N, 55.656,108.944,  -2.368
2020-02-01T00:00:00Z, 50.841,116,33N, 90.007,140.848, -39.166
2020-03-01T00:00:00Z, 50.322,124,33N, 67.338,117.660, -17.016
2020-04-01T00:00:00Z,105.192,120,33N, 75.200,180.392,  29.992
2020-05-01T00:00:00Z,161.581,124,33N, 91.036,252.617,  70.545
2020-06-01T00:00:00Z,187.935,120,33N,121.818,309.753,  66.117
2020-07-01T00:00:00Z,180.808,124,33N, 83.242,264.050,  97.566
2020-08-01T00:00:00Z,119.504,124,33N, 79.287,198.791,  40.217
2020-09-01T00:00:00Z, 72.722,120,33N, 54.725,127.447,  17.997
2020-10-01T00:00:00Z, 42.529,124,33N, 43.098, 85.627,  -0.569
2020-11-01T00:00:00Z, 43.550,120,33N, 70.114,113.664, -26.564
2020-12-01T00:00:00Z, 21.108,124,33N, 70.687, 91.795, -49.579
2021-01-01T00:00:00Z,  7.426,124,33N,150.080,157.506,-142.654
2021-02-01T00:00:00Z,101.032,112,33N,122.189,223.221, -21.157
2021-03-01T00:00:00Z,106.802,124,33N,114.461,221.263,  -7.659
2021-04-01T00:00:00Z,196.679,119,33N,119.411,316.090,  77.268
2021-05-01T00:00:00Z,233.868,124,33N,153.350,387.218,  80.518
2021-06-01T00:00:00Z,210.995,119,33N,107.416,318.411, 103.579
2021-07-01T00:00:00Z,180.402,123,33N, 83.722,264.124,  96.680
2021-08-01T00:00:00Z,131.721,121,33N, 68.684,200.405,  63.037
2021-09-01T00:00:00Z, 98.694,120,33N, 55.012,153.706,  43.682
2021-10-01T00:00:00Z, 71.118,122,33N,102.991,174.109, -31.873
2021-11-01T00:00:00Z, 22.821,120,33N, 43.082, 65.903, -20.261
2021-12-01T00:00:00Z, 23.563,124,33N, 51.012, 74.575, -27.449
2022-01-01T00:00:00Z,  8.716,124,33N, 44.118, 52.834, -35.402
2022-02-01T00:00:00Z, 39.574,112,33N, 81.122,120.696, -41.548
2022-03-01T00:00:00Z, 92.788,124,33N, 84.524,177.312,   8.264
2022-04-01T00:00:00Z,160.967,120,33N,118.593,279.560,  42.374
2022-05-01T00:00:00Z,203.067,124,33N,140.195,343.262,  62.872
2022-06-01T00:00:00Z,139.195,120,33N,100.499,239.694,  38.696
2022-07-01T00:00:00Z,173.150,124,33N, 85.233,258.383,  87.917
2022-08-01T00:00:00Z,120.922,124,33N, 50.767,171.689,  70.155
2022-09-01T00:00:00Z, 56.050,120,33N, 56.048,112.098,   0.002
2022-10-01T00:00:00Z, 56.891,123,33N, 43.909,100.800,  12.982
2022-11-01T00:00:00Z, 27.977,108,33N, 55.993, 83.970, -28.016
2022-12-01T00:00:00Z, 17.901,124,33N, 27.886, 45.787,  -9.985
2023-01-01T00:00:00Z, 21.767,124,33N, 79.850,101.617, -58.083
2023-02-01T00:00:00Z, 57.274,112,33N,158.572,215.846,-101.298
2023-03-01T00:00:00Z, 67.471,124,33N, 74.890,142.361,  -7.419
2023-04-01T00:00:00Z,147.319,120,33N,112.863,260.182,  34.456
2023-05-01T00:00:00Z,158.979,124,33N, 95.108,254.087,  63.871
2023-06-01T00:00:00Z,187.181,120,33N, 87.316,274.497,  99.865
2023-07-01T00:00:00Z,164.516,123,33N, 80.890,245.406,  83.626
2023-08-01T00:00:00Z,105.218,124,33N, 64.911,170.129,  40.307
2023-09-01T00:00:00Z,104.679,119,33N, 50.487,155.166,  54.192
2023-10-01T00:00:00Z, 64.017,124,33N, 71.591,135.608,  -7.574
2023-11-01T00:00:00Z,  8.345,118,33N, 54.447, 62.792, -46.102
2023-12-01T00:00:00Z,  9.315,124,33N, 54.664, 63.979, -45.349
2024-01-01T00:00:00Z, 47.710,124,33N, 78.871,126.581, -31.161
2024-02-01T00:00:00Z, 19.489,116,33N, 91.552,111.041, -72.063
2024-03-01T00:00:00Z, 72.762,124,33N, 73.622,146.384,  -0.860
2024-04-01T00:00:00Z,123.953,120,33N, 91.818,215.771,  32.135
2024-05-01T00:00:00Z,225.389,124,33N,121.666,347.055, 103.723
2024-06-01T00:00:00Z,238.385,119,33N,128.373,366.758, 110.012
2024-07-01T00:00:00Z,197.809,114,33N, 90.065,287.874, 107.744
2024-08-01T00:00:00Z,129.919,124,33N, 54.050,183.969,  75.869
2024-09-01T00:00:00Z, 94.630,43,33N, 50.958,145.588,  43.672
2024-10-01T00:00:00Z, 66.189,110,33N, 64.418,130.607,   1.771
2024-11-01T00:00:00Z, 38.423,120,33N, 62.741,101.164, -24.318
2024-12-01T00:00:00Z, 29.419,124,33N, 48.841, 78.260, -19.422
2025-01-01T00:00:00Z,  6.041,124,33N, 51.873, 57.914, -45.832
2025-02-01T00:00:00Z, 60.558,112,33N, 60.228,120.786,   0.330
2025-03-01T00:00:00Z,103.676,124,33N, 93.118,196.794,  10.558
2025-04-01T00:00:00Z,125.467,120,33N, 77.847,203.314,  47.620
2025-05-01T00:00:00Z,178.461,124,33N,124.014,302.475,  54.447
2025-06-01T00:00:00Z,220.280,120,33N,116.674,336.954, 103.606
2025-07-01T00:00:00Z,195.348,111,33N, 74.658,270.006, 120.690
2025-08-01T00:00:00Z,148.904,117,33N, 76.979,225.883,  71.925
2025-09-01T00:00:00Z, 74.965,118,33N, 48.978,123.943,  25.987
2025-10-01T00:00:00Z, 57.015,120,33N, 50.342,107.357,   6.673
2025-11-01T00:00:00Z, 12.057,117,33N, 33.995, 46.052, -21.938
2025-12-01T00:00:00Z, -7.303,120,33N, 70.083, 62.780, -77.386
1967-01-01T00:00:00Z, -68.8400,124,39N,258.724,189.884,-327.5640
1967-02-01T00:00:00Z,  44.2844,112,39N, 89.951,134.235, -45.6666
1967-03-01T00:00:00Z, -12.4303,124,39N,232.955,220.525,-245.3853
1967-04-01T00:00:00Z,  26.5021,120,39N, 39.227, 65.729, -12.7249
1967-05-01T00:00:00Z, 134.2570,124,39N,158.497,292.754, -24.2400
1967-06-01T00:00:00Z, 126.4749,120,39N,111.485,237.960,  14.9899
1967-07-01T00:00:00Z, 146.5136,124,39N,103.256,249.770,  43.2576
1967-08-01T00:00:00Z, 107.6051,124,39N, 95.421,203.026,  12.1841
1967-09-01T00:00:00Z,  47.2139,120,39N, 52.007, 99.221,  -4.7931
1967-10-01T00:00:00Z,  25.4366,124,39N, 75.287,100.724, -49.8504
