order,year,index,metric,timeseries
16,2024,2.9314842785207316,Million $,Highly migratory species CA
16,2025,3.326036888,Million $,Highly migratory species CA
17,1981,18.54119788642858,Million $,Market squid CA
17,1982,12.04475039414111,Million $,Market squid CA
17,1983,2.4621652428315333,Million $,Market squid CA
17,1984,0.9437623284568701,Million $,Market squid CA
17,1985,11.936714212931708,Million $,Market squid CA
17,1986,13.089181768117538,Million $,Market squid CA
17,1987,11.298303068410391,Million $,Market squid CA
17,1988,20.754627472417948,Million $,Market squid CA
17,1989,19.69135508588397,Million $,Market squid CA
17,1990,11.7939363979695,Million $,Market squid CA
17,1991,14.331295111170691,Million $,Market squid CA
17,1992,5.623148025252658,Million $,Market squid CA
17,1993,22.86683936518375,Million $,Market squid CA
17,1994,31.161951862199455,Million $,Market squid CA
17,1995,47.166240817025304,Million $,Market squid CA
17,1996,44.97374949952411,Million $,Market squid CA
17,1997,41.23371905702624,Million $,Market squid CA
17,1998,3.191922233903359,Million $,Market squid CA
17,1999,63.50983969313332,Million $,Market squid CA
17,2000,51.00750238629619,Million $,Market squid CA
17,2001,30.772129802165896,Million $,Market squid CA
17,2002,32.7377009497843,Million $,Market squid CA
17,2003,44.3697101343869,Million $,Market squid CA
17,2004,34.645932691141624,Million $,Market squid CA
17,2005,52.41541762326118,Million $,Market squid CA
17,2006,43.17032181371407,Million $,Market squid CA
17,2007,45.66326982403139,Million $,Market squid CA
17,2008,39.81688506172672,Million $,Market squid CA
17,2009,85.56757041615155,Million $,Market squid CA
17,2010,104.3219053735211,Million $,Market squid CA
17,2011,95.95313913033883,Million $,Market squid CA
17,2012,89.56699862596935,Million $,Market squid CA
17,2013,101.71149775507244,Million $,Market squid CA
17,2014,98.98830261071313,Million $,Market squid CA
17,2015,33.2378906896503,Million $,Market squid CA
17,2016,52.457362125154454,Million $,Market squid CA
17,2017,89.87386282426706,Million $,Market squid CA
17,2018,45.87552998782975,Million $,Market squid CA
17,2019,17.003413229401684,Million $,Market squid CA
17,2020,32.15512642079861,Million $,Market squid CA
