time,month,time,index,SE,SElo,SEup,metric,timeseries,lat,lon,depth,order,year
1962,11,1962-11,-0.31,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-11-15
1962,12,1962-12,-0.43,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-12-15
1963,01,1963-01,-0.4,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-01-15
1963,02,1963-02,-0.15,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-02-15
1963,03,1963-03,0.15,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-03-15
1963,04,1963-04,0.27,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-04-15
1963,05,1963-05,0.31,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-05-15
1963,06,1963-06,0.52,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-06-15
1963,07,1963-07,0.86,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-07-15
1963,08,1963-08,1.14,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-08-15
1963,09,1963-09,1.22,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-09-15
1963,10,1963-10,1.29,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-10-15
1963,11,1963-11,1.37,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-11-15
1963,12,1963-12,1.31,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-12-15
1964,01,1964-01,1.07,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-01-15
1964,02,1964-02,0.62,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-02-15
1964,03,1964-03,0.12,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-03-15
1964,04,1964-04,-0.33,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-04-15
1964,05,1964-05,-0.58,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-05-15
1964,06,1964-06,-0.58,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-06-15
1964,07,1964-07,-0.6,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-07-15
1964,08,1964-08,-0.66,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-08-15
1964,09,1964-09,-0.76,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-09-15
1964,10,1964-10,-0.8,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-10-15
1964,11,1964-11,-0.82,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-11-15
1964,12,1964-12,-0.78,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-12-15
1965,01,1965-01,-0.59,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-01-15
1965,02,1965-02,-0.28,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-02-15
1965,03,1965-03,-0.07,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-03-15
1965,04,1965-04,0.18,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-04-15
1965,05,1965-05,0.46,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-05-15
1965,06,1965-06,0.83,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-06-15
1965,07,1965-07,1.22,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-07-15
1965,08,1965-08,1.54,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-08-15
1965,09,1965-09,1.85,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-09-15
1965,10,1965-10,1.98,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-10-15
1965,11,1965-11,1.97,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-11-15
1965,12,1965-12,1.72,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-12-15
1966,01,1966-01,1.37,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-01-15
1966,02,1966-02,1.17,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-02-15
1966,03,1966-03,0.98,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-03-15
1966,04,1966-04,0.66,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-04-15
1966,05,1966-05,0.35,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-05-15
1966,06,1966-06,0.24,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-06-15
1966,07,1966-07,0.24,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-07-15
1966,08,1966-08,0.12,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-08-15
1966,09,1966-09,-0.05,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-09-15
1966,10,1966-10,-0.1,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-10-15
1966,11,1966-11,-0.18,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-11-15
1966,12,1966-12,-0.3,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-12-15
1967,01,1967-01,-0.41,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-01-15
1967,02,1967-02,-0.48,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-02-15
1967,03,1967-03,-0.53,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-03-15
1967,04,1967-04,-0.45,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-04-15
1967,05,1967-05,-0.24,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-05-15
1967,06,1967-06,0,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-06-15
1967,07,1967-07,0.05,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-07-15
1967,08,1967-08,-0.16,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-08-15
1967,09,1967-09,-0.3,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-09-15
1967,10,1967-10,-0.38,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-10-15
1967,11,1967-11,-0.34,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-11-15
1967,12,1967-12,-0.44,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-12-15
1968,01,1968-01,-0.64,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-01-15
1968,02,1968-02,-0.74,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-02-15
1968,03,1968-03,-0.62,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-03-15
1968,04,1968-04,-0.44,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-04-15
1968,05,1968-05,-0.04,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-05-15
1968,06,1968-06,0.28,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-06-15
1968,07,1968-07,0.58,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-07-15
1968,08,1968-08,0.53,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-08-15
1968,09,1968-09,0.45,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-09-15
1968,10,1968-10,0.55,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-10-15
1968,11,1968-11,0.73,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-11-15
1968,12,1968-12,0.98,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-12-15
1969,01,1969-01,1.13,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-01-15
1969,02,1969-02,1.09,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-02-15
1969,03,1969-03,0.95,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-03-15
1969,04,1969-04,0.77,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-04-15
1969,05,1969-05,0.61,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-05-15
1969,06,1969-06,0.43,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-06-15
1969,07,1969-07,0.36,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-07-15
1969,08,1969-08,0.51,NA,NA,NA,ONI,Monthly Oceanic Nino Index,NA,NA,NA,1,-08-15
