year,index,sd,SE,metric,species,data.type,data.type2,SElo,SEup,Notes,SE_type,timeseries
2004,19951.72,1926.776,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2005,18167.61,1829.872,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2006,17541.92,1893.881,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2007,17721.95,1926.772,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2008,19992.51,2113.537,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2009,22131.47,2229.192,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2010,22580.3,2376.003,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2011,24188.95,2425.976,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2012,26480.81,2548.294,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2013,27268.92,2622.018,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2014,25850.62,2601.023,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2015,24950.56,2737.533,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2016,23322.86,2960.296,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2017,22178.34,3235.36,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2018,22220.4,3818.935,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2019,22850.87,4656.488,,Spawning biomass (mt),Blue marlin,biomass,,,,,SD,Blue marlin:Spawning biomass (mt)
2006,25886.4,7954.14,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2007,30308.5,9369.97,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2008,29146.7,8278.87,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2009,25938.4,7298.23,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2010,17757,5120.53,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2011,23580.7,6115.93,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2012,28215.9,6992.22,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2013,20417.4,4700.98,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2014,18858,3970.2,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2015,12070.1,2509.51,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2016,11974.5,2551.76,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2017,16069.6,3355.03,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2018,14700.1,3360,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2019,12948.9,2709.33,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2020,14021.3,3061.04,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2021,18550.5,3822.68,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2022,16446.8,3580.03,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
2023,16123,3357.95,,Spawning biomass (mt),Skipjack tuna,biomass,,,,tons,SD,Skipjack tuna:Spawning biomass (mt)
