port_geo_id2,city,state,Engagement,Reliance,year,Engagement_Rank,Reliance_Rank
600212,ACTON,CA,0.13270566502893805,0.07008506579787585,2023,Medium,Medium
600562,ALAMEDA,CA,1.3339626808091918,-0.08122757571408651,2023,Medium High,Low
600674,ALBANY,CA,0.20077084594332537,-0.06448246837349877,2023,Medium,Low
600884,ALHAMBRA,CA,0.5375827859581688,-0.12538341878827963,2023,Medium,Low
602000,ANAHEIM,CA,1.4834673896454051,-0.14804730695308113,2023,Medium High,Low
602252,ANTIOCH,CA,0.26883602685771263,-0.15076476008615625,2023,Medium,Low
602378,APTOS,CA,0.26883602685771263,0.21308537779112183,2023,Medium,Medium
602476,ARCATA,CA,8.926775725630332e-5,-0.1182757922960004,2023,Medium,Low
602868,ARROYO GRANDE,CA,-0.06797591315713096,-0.13112191077602425,2023,Low,Low
603064,ATASCADERO,CA,-0.13604109407151824,-0.15459034711457526,2023,Low,Low
603274,AVALON,CA,0.27234999141480554,0.4106834172225876,2023,Medium,Medium
603330,AVILA BEACH,CA,-0.13604109407151824,0.18831007152648285,2023,Low,Medium
604982,BELLFLOWER,CA,0.6056479668725561,-0.11980060726846346,2023,Medium,Low
605290,BENICIA,CA,0.9740274017320067,0.03278681114393224,2023,Medium High,Medium
605332,BEN LOMOND,CA,-0.13604109407151824,-0.099460846521406715,2023,Low,Low
606000,BERKELEY,CA,0.6737131477869434,-0.1360306686909713,2023,Medium,Low
606210,BETHEL ISLAND,CA,0.6287713059348976,1.5940919254275434,2023,Medium,Medium High
607162,BLUE LAKE,CA,-0.06797591315713096,0.5669945641188386,2023,Low,Medium
607260,BODEGA BAY,CA,0.0681544486716436,0.9278793758060886,2023,Medium,Medium High
608100,BREA,CA,0.5375827859581688,-0.09241442000857995,2023,Medium,Low
608142,BRENTWOOD,CA,0.8694645347478396,-0.09562379649434076,2023,Medium High,Low
608310,BRISBANE,CA,0.4330199189740015,0.4909754170430771,2023,Medium,Medium
608758,BUELLTON,CA,0.13270566502893805,0.19474680489673463,2023,Medium,Medium
608786,BUENA PARK,CA,0.13270566502893805,-0.14866780078921238,2023,Medium,Low
608954,BURBANK,CA,0.13270566502893805,-0.1533822396983069,2023,Medium,Low
608968,BURBANK,CA,0.13270566502893805,0.16430443884998916,2023,Medium,Medium
609598,CALABASAS,CA,-0.2041062749859055,-0.16036286870579322,2023,Low,Low
610046,CAMARILLO,CA,0.26883602685771263,-0.1375957291542006,2023,Medium,Low
611040,CAPITOLA,CA,-0.13604109407151824,-0.12109592664988278,2023,Low,Low
611194,CARLSBAD,CA,0.20428481050041825,-0.15609285251883037,2023,Medium,Low
611250,CARMEL-BY-THE-SEA,CA,0.4330199189740015,0.8093314341539303,2023,Medium,Medium
611446,CARPINTERIA,CA,0.8098435096157179,0.18809939776776427,2023,Medium High,Medium
611530,CARSON,CA,0.6056479668725561,-0.1286446726458807,2023,Medium,Low
611964,CASTRO VALLEY,CA,0.7417783287013306,-0.102880393934785,2023,Medium,Low
612552,CERRITOS,CA,-0.2041062749859055,-0.16601446918620733,2023,Low,Low
613214,CHINO HILLS,CA,-0.2041062749859055,-0.16794495601871212,2023,Low,Low
613392,CHULA VISTA,CA,0.43653388353109435,-0.1611507074088809,2023,Medium,Low
614190,CLOVERDALE,CA,0.20077084594332537,0.06482222492548548,2023,Medium,Medium
615044,COMPTON,CA,0.13270566502893805,-0.1511785131419759,2023,Medium,Low
616000,CONCORD,CA,0.33690120777209986,-0.15018118027074231,2023,Medium,Low
616378,CORONADO,CA,0.09620797895915796,-0.08989434008842384,2023,Medium,Low
616462,CORTE MADERA,CA,0.5010850998883888,0.16243352881035766,2023,Medium,Medium
616532,COSTA MESA,CA,0.6737131477869434,-0.1329589892109505,2023,Medium,Low
616560,COTATI,CA,0.13270566502893805,0.0761040055658225,2023,Medium,Medium
616580,COTO DE CAZA,CA,0.13270566502893805,-0.04988174626654202,2023,Medium,Low
617022,CRESCENT CITY,CA,0.9775413662890996,0.6518782756463912,2023,Medium High,Medium
617568,CULVER CITY,CA,0.32845705198983416,-0.10800189931707288,2023,Medium,Low
617610,CUPERTINO,CA,-0.2041062749859055,-0.1669232273898316,2023,Low,Low
617750,CYPRESS,CA,0.4049663886864872,-0.1136850499653612,2023,Medium,Low
617946,DANA POINT,CA,1.4539976326898107,0.03579518900415212,2023,Medium High,Medium
618506,DEL MAR,CA,8.926775725630332e-5,0.07914302983395413,2023,Medium,Medium
619339,DISCOVERY BAY,CA,0.23233834078793253,-0.04005252691352212,2023,Medium,Low
619402,DIXON,CA,-0.2041062749859055,-0.1582852163104626,2023,Low,Low
619990,DUARTE,CA,0.13270566502893805,-0.08614265532778614,2023,Medium,Low
621712,EL CAJON,CA,-0.06797591315713096,-0.1640743724988391,2023,Low,Low
621796,EL CERRITO,CA,0.20077084594332537,-0.08934664898509942,2023,Medium,Low
621936,EL GRANADA,CA,-0.06797591315713096,-0.03041408808640992,2023,Low,Low
622230,EL MONTE,CA,0.13270566502893805,-0.1536966255411064,2023,Medium,Low
622454,EL SOBRANTE,CA,0.26883602685771263,-0.02240123372537392,2023,Medium,Low
622594,EMERYVILLE,CA,0.7649016677636722,0.16405760944403433,2023,Medium,Medium
622678,ENCINITAS,CA,0.5446107150723546,-0.12329338567076588,2023,Medium,Low
622804,ESCONDIDO,CA,8.926775725630332e-5,-0.1645438740313429,2023,Medium,Low
623042,EUREKA,CA,2.4644334527343412,0.2719727651239784,2023,High,Medium
623182,FAIRFIELD,CA,8.926775725630332e-5,-0.1629113833398903,2023,Medium,Low
