time,index,timeseries,metric
1998-12-15T00:00:00Z,-0.078,45N,"m^2 s^(-1)"
1999-01-15T00:00:00Z,0.188,33N,"m^2 s^(-1)"
1999-01-15T00:00:00Z,0.531,39N,"m^2 s^(-1)"
1999-01-15T00:00:00Z,-0.288,45N,"m^2 s^(-1)"
1999-02-15T00:00:00Z,0.593,33N,"m^2 s^(-1)"
1999-02-15T00:00:00Z,0.084,39N,"m^2 s^(-1)"
1999-02-15T00:00:00Z,-1.252,45N,"m^2 s^(-1)"
1999-03-15T00:00:00Z,0.371,33N,"m^2 s^(-1)"
1999-03-15T00:00:00Z,0.558,39N,"m^2 s^(-1)"
1999-03-15T00:00:00Z,-0.404,45N,"m^2 s^(-1)"
1999-04-15T00:00:00Z,0.482,33N,"m^2 s^(-1)"
1999-04-15T00:00:00Z,2.313,39N,"m^2 s^(-1)"
1999-04-15T00:00:00Z,0.553,45N,"m^2 s^(-1)"
1999-05-15T00:00:00Z,0.241,33N,"m^2 s^(-1)"
1999-05-15T00:00:00Z,2.21,39N,"m^2 s^(-1)"
1999-05-15T00:00:00Z,0.497,45N,"m^2 s^(-1)"
1999-06-15T00:00:00Z,0.385,33N,"m^2 s^(-1)"
1999-06-15T00:00:00Z,2.035,39N,"m^2 s^(-1)"
1999-06-15T00:00:00Z,0.258,45N,"m^2 s^(-1)"
1999-07-15T00:00:00Z,0.399,33N,"m^2 s^(-1)"
1999-07-15T00:00:00Z,1.19,39N,"m^2 s^(-1)"
1999-07-15T00:00:00Z,0.465,45N,"m^2 s^(-1)"
1999-08-15T00:00:00Z,0.382,33N,"m^2 s^(-1)"
1999-08-15T00:00:00Z,1.201,39N,"m^2 s^(-1)"
1999-08-15T00:00:00Z,0.306,45N,"m^2 s^(-1)"
1999-09-15T00:00:00Z,0.32,33N,"m^2 s^(-1)"
1999-09-15T00:00:00Z,1.075,39N,"m^2 s^(-1)"
1999-09-15T00:00:00Z,0.64,45N,"m^2 s^(-1)"
1999-10-15T00:00:00Z,0.3,33N,"m^2 s^(-1)"
1999-10-15T00:00:00Z,0.66,39N,"m^2 s^(-1)"
1999-10-15T00:00:00Z,0.102,45N,"m^2 s^(-1)"
1999-11-15T00:00:00Z,0.303,33N,"m^2 s^(-1)"
1999-11-15T00:00:00Z,-0.093,39N,"m^2 s^(-1)"
1999-11-15T00:00:00Z,-0.641,45N,"m^2 s^(-1)"
1999-12-15T00:00:00Z,0.328,33N,"m^2 s^(-1)"
1999-12-15T00:00:00Z,1.163,39N,"m^2 s^(-1)"
1999-12-15T00:00:00Z,-0.008,45N,"m^2 s^(-1)"
2000-01-15T00:00:00Z,0.421,33N,"m^2 s^(-1)"
2000-01-15T00:00:00Z,0.107,39N,"m^2 s^(-1)"
2000-01-15T00:00:00Z,-0.293,45N,"m^2 s^(-1)"
2000-02-15T00:00:00Z,0.312,33N,"m^2 s^(-1)"
2000-02-15T00:00:00Z,-0.15,39N,"m^2 s^(-1)"
2000-02-15T00:00:00Z,-0.266,45N,"m^2 s^(-1)"
2000-03-15T00:00:00Z,0.524,33N,"m^2 s^(-1)"
2000-03-15T00:00:00Z,1.862,39N,"m^2 s^(-1)"
2000-03-15T00:00:00Z,0.109,45N,"m^2 s^(-1)"
2000-04-15T00:00:00Z,0.376,33N,"m^2 s^(-1)"
2000-04-15T00:00:00Z,0.689,39N,"m^2 s^(-1)"
2000-04-15T00:00:00Z,0.209,45N,"m^2 s^(-1)"
2000-05-15T00:00:00Z,0.429,33N,"m^2 s^(-1)"
2000-05-15T00:00:00Z,1.353,39N,"m^2 s^(-1)"
2000-05-15T00:00:00Z,0.251,45N,"m^2 s^(-1)"
2000-06-15T00:00:00Z,0.342,33N,"m^2 s^(-1)"
2000-06-15T00:00:00Z,1.165,39N,"m^2 s^(-1)"
2000-06-15T00:00:00Z,0.566,45N,"m^2 s^(-1)"
2000-07-15T00:00:00Z,0.324,33N,"m^2 s^(-1)"
2000-07-15T00:00:00Z,1.672,39N,"m^2 s^(-1)"
2000-07-15T00:00:00Z,0.427,45N,"m^2 s^(-1)"
2000-08-15T00:00:00Z,0.304,33N,"m^2 s^(-1)"
2000-08-15T00:00:00Z,1.416,39N,"m^2 s^(-1)"
2000-08-15T00:00:00Z,0.487,45N,"m^2 s^(-1)"
2000-09-15T00:00:00Z,0.265,33N,"m^2 s^(-1)"
2000-09-15T00:00:00Z,0.933,39N,"m^2 s^(-1)"
2000-09-15T00:00:00Z,0.251,45N,"m^2 s^(-1)"
2000-10-15T00:00:00Z,0.306,33N,"m^2 s^(-1)"
2000-10-15T00:00:00Z,0.945,39N,"m^2 s^(-1)"
2000-10-15T00:00:00Z,0.108,45N,"m^2 s^(-1)"
2000-11-15T00:00:00Z,0.472,33N,"m^2 s^(-1)"
2000-11-15T00:00:00Z,0.527,39N,"m^2 s^(-1)"
2000-11-15T00:00:00Z,0.222,45N,"m^2 s^(-1)"
2000-12-15T00:00:00Z,0.221,33N,"m^2 s^(-1)"
2000-12-15T00:00:00Z,0.367,39N,"m^2 s^(-1)"
2000-12-15T00:00:00Z,-0.314,45N,"m^2 s^(-1)"
2001-01-15T00:00:00Z,0.196,33N,"m^2 s^(-1)"
2001-01-15T00:00:00Z,0.325,39N,"m^2 s^(-1)"
2001-01-15T00:00:00Z,-0.409,45N,"m^2 s^(-1)"
2001-02-15T00:00:00Z,0.429,33N,"m^2 s^(-1)"
2001-02-15T00:00:00Z,0.38,39N,"m^2 s^(-1)"
2001-02-15T00:00:00Z,0.232,45N,"m^2 s^(-1)"
2001-03-15T00:00:00Z,0.359,33N,"m^2 s^(-1)"
2001-03-15T00:00:00Z,1.21,39N,"m^2 s^(-1)"
2001-03-15T00:00:00Z,0.541,45N,"m^2 s^(-1)"
2001-04-15T00:00:00Z,0.793,33N,"m^2 s^(-1)"
2001-04-15T00:00:00Z,1.22,39N,"m^2 s^(-1)"
2001-04-15T00:00:00Z,0.182,45N,"m^2 s^(-1)"
2001-05-15T00:00:00Z,0.053,33N,"m^2 s^(-1)"
2001-05-15T00:00:00Z,1.86,39N,"m^2 s^(-1)"
2001-05-15T00:00:00Z,0.471,45N,"m^2 s^(-1)"
2001-06-15T00:00:00Z,0.247,33N,"m^2 s^(-1)"
2001-06-15T00:00:00Z,1.947,39N,"m^2 s^(-1)"
2001-06-15T00:00:00Z,0.418,45N,"m^2 s^(-1)"
2001-07-15T00:00:00Z,0.355,33N,"m^2 s^(-1)"
2001-07-15T00:00:00Z,2.108,39N,"m^2 s^(-1)"
2001-07-15T00:00:00Z,0.776,45N,"m^2 s^(-1)"
2001-08-15T00:00:00Z,0.372,33N,"m^2 s^(-1)"
2001-08-15T00:00:00Z,1.842,39N,"m^2 s^(-1)"
2001-08-15T00:00:00Z,0.161,45N,"m^2 s^(-1)"
2001-09-15T00:00:00Z,0.365,33N,"m^2 s^(-1)"
2001-09-15T00:00:00Z,1.147,39N,"m^2 s^(-1)"
2001-09-15T00:00:00Z,0.43,45N,"m^2 s^(-1)"
2001-10-15T00:00:00Z,0.16,33N,"m^2 s^(-1)"
2001-10-15T00:00:00Z,1.273,39N,"m^2 s^(-1)"
2001-10-15T00:00:00Z,0.108,45N,"m^2 s^(-1)"
2001-11-15T00:00:00Z,0.396,33N,"m^2 s^(-1)"
2001-11-15T00:00:00Z,0.077,39N,"m^2 s^(-1)"
2001-11-15T00:00:00Z,-0.725,45N,"m^2 s^(-1)"
2001-12-15T00:00:00Z,0.469,33N,"m^2 s^(-1)"
2001-12-15T00:00:00Z,0.443,39N,"m^2 s^(-1)"
2001-12-15T00:00:00Z,-0.257,45N,"m^2 s^(-1)"
2002-01-15T00:00:00Z,0.51,33N,"m^2 s^(-1)"
2002-01-15T00:00:00Z,0.968,39N,"m^2 s^(-1)"
2002-01-15T00:00:00Z,-0.312,45N,"m^2 s^(-1)"
2002-02-15T00:00:00Z,0.465,33N,"m^2 s^(-1)"
2002-02-15T00:00:00Z,0.339,39N,"m^2 s^(-1)"
2002-02-15T00:00:00Z,0.089,45N,"m^2 s^(-1)"
2002-03-15T00:00:00Z,0.957,33N,"m^2 s^(-1)"
2002-03-15T00:00:00Z,1.167,39N,"m^2 s^(-1)"
2002-03-15T00:00:00Z,0.236,45N,"m^2 s^(-1)"
2002-04-15T00:00:00Z,0.568,33N,"m^2 s^(-1)"
2002-04-15T00:00:00Z,1.397,39N,"m^2 s^(-1)"
2002-04-15T00:00:00Z,0.678,45N,"m^2 s^(-1)"
2002-05-15T00:00:00Z,0.728,33N,"m^2 s^(-1)"
2002-05-15T00:00:00Z,1.833,39N,"m^2 s^(-1)"
2002-05-15T00:00:00Z,0.428,45N,"m^2 s^(-1)"
2002-06-15T00:00:00Z,0.418,33N,"m^2 s^(-1)"
2002-06-15T00:00:00Z,2.751,39N,"m^2 s^(-1)"
2002-06-15T00:00:00Z,0.363,45N,"m^2 s^(-1)"
2002-07-15T00:00:00Z,0.307,33N,"m^2 s^(-1)"
2002-07-15T00:00:00Z,1.617,39N,"m^2 s^(-1)"
2002-07-15T00:00:00Z,0.652,45N,"m^2 s^(-1)"
2002-08-15T00:00:00Z,0.372,33N,"m^2 s^(-1)"
2002-08-15T00:00:00Z,1.656,39N,"m^2 s^(-1)"
2002-08-15T00:00:00Z,0.543,45N,"m^2 s^(-1)"
2002-09-15T00:00:00Z,0.44,33N,"m^2 s^(-1)"
2002-09-15T00:00:00Z,0.727,39N,"m^2 s^(-1)"
2002-09-15T00:00:00Z,0.344,45N,"m^2 s^(-1)"
2002-10-15T00:00:00Z,0.315,33N,"m^2 s^(-1)"
2002-10-15T00:00:00Z,1.196,39N,"m^2 s^(-1)"
2002-10-15T00:00:00Z,0.343,45N,"m^2 s^(-1)"
2002-11-15T00:00:00Z,0.266,33N,"m^2 s^(-1)"
2002-11-15T00:00:00Z,-0.025,39N,"m^2 s^(-1)"
2002-11-15T00:00:00Z,-0.867,45N,"m^2 s^(-1)"
2002-12-15T00:00:00Z,0.381,33N,"m^2 s^(-1)"
2002-12-15T00:00:00Z,-0.591,39N,"m^2 s^(-1)"
2002-12-15T00:00:00Z,-1.022,45N,"m^2 s^(-1)"
2003-01-15T00:00:00Z,0.303,33N,"m^2 s^(-1)"
2003-01-15T00:00:00Z,-0.015,39N,"m^2 s^(-1)"
2003-01-15T00:00:00Z,-0.534,45N,"m^2 s^(-1)"
2003-02-15T00:00:00Z,0.371,33N,"m^2 s^(-1)"
2003-02-15T00:00:00Z,0.862,39N,"m^2 s^(-1)"
2003-02-15T00:00:00Z,0.116,45N,"m^2 s^(-1)"
2003-03-15T00:00:00Z,0.794,33N,"m^2 s^(-1)"
2003-03-15T00:00:00Z,0.712,39N,"m^2 s^(-1)"
2003-03-15T00:00:00Z,-0.463,45N,"m^2 s^(-1)"
2003-04-15T00:00:00Z,0.716,33N,"m^2 s^(-1)"
2003-04-15T00:00:00Z,0.706,39N,"m^2 s^(-1)"
2003-04-15T00:00:00Z,-0.25,45N,"m^2 s^(-1)"
2003-05-15T00:00:00Z,0.534,33N,"m^2 s^(-1)"
2003-05-15T00:00:00Z,1.722,39N,"m^2 s^(-1)"
2003-05-15T00:00:00Z,0.454,45N,"m^2 s^(-1)"
2003-06-15T00:00:00Z,0.513,33N,"m^2 s^(-1)"
2003-06-15T00:00:00Z,2.221,39N,"m^2 s^(-1)"
2003-06-15T00:00:00Z,0.918,45N,"m^2 s^(-1)"
2003-07-15T00:00:00Z,0.317,33N,"m^2 s^(-1)"
2003-07-15T00:00:00Z,1.78,39N,"m^2 s^(-1)"
2003-07-15T00:00:00Z,0.68,45N,"m^2 s^(-1)"
2003-08-15T00:00:00Z,0.792,33N,"m^2 s^(-1)"
2003-08-15T00:00:00Z,0.966,39N,"m^2 s^(-1)"
2003-08-15T00:00:00Z,0.513,45N,"m^2 s^(-1)"
2003-09-15T00:00:00Z,0.611,33N,"m^2 s^(-1)"
2003-09-15T00:00:00Z,0.81,39N,"m^2 s^(-1)"
2003-09-15T00:00:00Z,0.501,45N,"m^2 s^(-1)"
2003-10-15T00:00:00Z,0.312,33N,"m^2 s^(-1)"
2003-10-15T00:00:00Z,0.983,39N,"m^2 s^(-1)"
2003-10-15T00:00:00Z,-0.318,45N,"m^2 s^(-1)"
2003-11-15T00:00:00Z,0.428,33N,"m^2 s^(-1)"
2003-11-15T00:00:00Z,0.132,39N,"m^2 s^(-1)"
2003-11-15T00:00:00Z,-0.213,45N,"m^2 s^(-1)"
2003-12-15T00:00:00Z,0.269,33N,"m^2 s^(-1)"
2003-12-15T00:00:00Z,-0.324,39N,"m^2 s^(-1)"
2003-12-15T00:00:00Z,-0.5,45N,"m^2 s^(-1)"
2004-01-15T00:00:00Z,0.418,33N,"m^2 s^(-1)"
2004-01-15T00:00:00Z,0.258,39N,"m^2 s^(-1)"
2004-01-15T00:00:00Z,-0.336,45N,"m^2 s^(-1)"
2004-02-15T00:00:00Z,0.574,33N,"m^2 s^(-1)"
2004-02-15T00:00:00Z,0.111,39N,"m^2 s^(-1)"
2004-02-15T00:00:00Z,-0.266,45N,"m^2 s^(-1)"
2004-03-15T00:00:00Z,0.55,33N,"m^2 s^(-1)"
2004-03-15T00:00:00Z,1.58,39N,"m^2 s^(-1)"
2004-03-15T00:00:00Z,0.233,45N,"m^2 s^(-1)"
2004-04-15T00:00:00Z,0.672,33N,"m^2 s^(-1)"
2004-04-15T00:00:00Z,1.02,39N,"m^2 s^(-1)"
2004-04-15T00:00:00Z,0.117,45N,"m^2 s^(-1)"
2004-05-15T00:00:00Z,0.972,33N,"m^2 s^(-1)"
2004-05-15T00:00:00Z,1.87,39N,"m^2 s^(-1)"
2004-05-15T00:00:00Z,0.279,45N,"m^2 s^(-1)"
2004-06-15T00:00:00Z,0.49,33N,"m^2 s^(-1)"
2004-06-15T00:00:00Z,1.75,39N,"m^2 s^(-1)"
2004-06-15T00:00:00Z,0.535,45N,"m^2 s^(-1)"
2004-07-15T00:00:00Z,0.555,33N,"m^2 s^(-1)"
2004-07-15T00:00:00Z,1.161,39N,"m^2 s^(-1)"
2004-07-15T00:00:00Z,0.486,45N,"m^2 s^(-1)"
2004-08-15T00:00:00Z,0.362,33N,"m^2 s^(-1)"
2004-08-15T00:00:00Z,0.663,39N,"m^2 s^(-1)"
2004-08-15T00:00:00Z,0.364,45N,"m^2 s^(-1)"
2004-09-15T00:00:00Z,0.43,33N,"m^2 s^(-1)"
2004-09-15T00:00:00Z,1.396,39N,"m^2 s^(-1)"
2004-09-15T00:00:00Z,0.404,45N,"m^2 s^(-1)"
2004-10-15T00:00:00Z,0.248,33N,"m^2 s^(-1)"
2004-10-15T00:00:00Z,0.477,39N,"m^2 s^(-1)"
2004-10-15T00:00:00Z,0.029,45N,"m^2 s^(-1)"
2004-11-15T00:00:00Z,0.372,33N,"m^2 s^(-1)"
2004-11-15T00:00:00Z,1.17,39N,"m^2 s^(-1)"
2004-11-15T00:00:00Z,0.576,45N,"m^2 s^(-1)"
2004-12-15T00:00:00Z,0.132,33N,"m^2 s^(-1)"
2004-12-15T00:00:00Z,0.154,39N,"m^2 s^(-1)"
2004-12-15T00:00:00Z,-0.13,45N,"m^2 s^(-1)"
2005-01-15T00:00:00Z,0.314,33N,"m^2 s^(-1)"
2005-01-15T00:00:00Z,-0.349,39N,"m^2 s^(-1)"
2005-01-15T00:00:00Z,-0.362,45N,"m^2 s^(-1)"
2005-02-15T00:00:00Z,0.167,33N,"m^2 s^(-1)"
2005-02-15T00:00:00Z,-0.051,39N,"m^2 s^(-1)"
2005-02-15T00:00:00Z,0.299,45N,"m^2 s^(-1)"
2005-03-15T00:00:00Z,0.481,33N,"m^2 s^(-1)"
2005-03-15T00:00:00Z,0.472,39N,"m^2 s^(-1)"
2005-03-15T00:00:00Z,-0.271,45N,"m^2 s^(-1)"
2005-04-15T00:00:00Z,0.815,33N,"m^2 s^(-1)"
2005-04-15T00:00:00Z,1.159,39N,"m^2 s^(-1)"
2005-04-15T00:00:00Z,0.146,45N,"m^2 s^(-1)"
2005-05-15T00:00:00Z,0.749,33N,"m^2 s^(-1)"
2005-05-15T00:00:00Z,0.941,39N,"m^2 s^(-1)"
2005-05-15T00:00:00Z,-0.019,45N,"m^2 s^(-1)"
2005-06-15T00:00:00Z,0.843,33N,"m^2 s^(-1)"
2005-06-15T00:00:00Z,1.865,39N,"m^2 s^(-1)"
2005-06-15T00:00:00Z,0.539,45N,"m^2 s^(-1)"
2005-07-15T00:00:00Z,0.314,33N,"m^2 s^(-1)"
2005-07-15T00:00:00Z,1.765,39N,"m^2 s^(-1)"
2005-07-15T00:00:00Z,0.832,45N,"m^2 s^(-1)"
2005-08-15T00:00:00Z,0.224,33N,"m^2 s^(-1)"
2005-08-15T00:00:00Z,1.386,39N,"m^2 s^(-1)"
2005-08-15T00:00:00Z,0.539,45N,"m^2 s^(-1)"
2005-09-15T00:00:00Z,0.519,33N,"m^2 s^(-1)"
2005-09-15T00:00:00Z,1.323,39N,"m^2 s^(-1)"
2005-09-15T00:00:00Z,0.545,45N,"m^2 s^(-1)"
2005-10-15T00:00:00Z,0.5,33N,"m^2 s^(-1)"
2005-10-15T00:00:00Z,0.527,39N,"m^2 s^(-1)"
2005-10-15T00:00:00Z,-0.298,45N,"m^2 s^(-1)"
2005-11-15T00:00:00Z,0.468,33N,"m^2 s^(-1)"
2005-11-15T00:00:00Z,0.754,39N,"m^2 s^(-1)"
2005-11-15T00:00:00Z,0.026,45N,"m^2 s^(-1)"
2005-12-15T00:00:00Z,0.347,33N,"m^2 s^(-1)"
2005-12-15T00:00:00Z,0.118,39N,"m^2 s^(-1)"
2005-12-15T00:00:00Z,-0.574,45N,"m^2 s^(-1)"
2006-01-15T00:00:00Z,0.29,33N,"m^2 s^(-1)"
2006-01-15T00:00:00Z,0.097,39N,"m^2 s^(-1)"
2006-01-15T00:00:00Z,-0.428,45N,"m^2 s^(-1)"
2006-02-15T00:00:00Z,0.29,33N,"m^2 s^(-1)"
2006-02-15T00:00:00Z,0.786,39N,"m^2 s^(-1)"
2006-02-15T00:00:00Z,0.19,45N,"m^2 s^(-1)"
2006-03-15T00:00:00Z,0.692,33N,"m^2 s^(-1)"
2006-03-15T00:00:00Z,0.311,39N,"m^2 s^(-1)"
2006-03-15T00:00:00Z,-0.648,45N,"m^2 s^(-1)"
2006-04-15T00:00:00Z,0.241,33N,"m^2 s^(-1)"
2006-04-15T00:00:00Z,1.266,39N,"m^2 s^(-1)"
2006-04-15T00:00:00Z,0.361,45N,"m^2 s^(-1)"
2006-05-15T00:00:00Z,0.525,33N,"m^2 s^(-1)"
2006-05-15T00:00:00Z,1.579,39N,"m^2 s^(-1)"
2006-05-15T00:00:00Z,0.69,45N,"m^2 s^(-1)"
2006-06-15T00:00:00Z,0.577,33N,"m^2 s^(-1)"
2006-06-15T00:00:00Z,1.759,39N,"m^2 s^(-1)"
2006-06-15T00:00:00Z,0.912,45N,"m^2 s^(-1)"
2006-07-15T00:00:00Z,0.311,33N,"m^2 s^(-1)"
2006-07-15T00:00:00Z,2.074,39N,"m^2 s^(-1)"
2006-07-15T00:00:00Z,0.842,45N,"m^2 s^(-1)"
2006-08-15T00:00:00Z,0.478,33N,"m^2 s^(-1)"
2006-08-15T00:00:00Z,1.966,39N,"m^2 s^(-1)"
2006-08-15T00:00:00Z,0.751,45N,"m^2 s^(-1)"
2006-09-15T00:00:00Z,0.555,33N,"m^2 s^(-1)"
2006-09-15T00:00:00Z,1.497,39N,"m^2 s^(-1)"
2006-09-15T00:00:00Z,0.297,45N,"m^2 s^(-1)"
2006-10-15T00:00:00Z,0.378,33N,"m^2 s^(-1)"
2006-10-15T00:00:00Z,0.399,39N,"m^2 s^(-1)"
2006-10-15T00:00:00Z,0.249,45N,"m^2 s^(-1)"
2006-11-15T00:00:00Z,0.354,33N,"m^2 s^(-1)"
2006-11-15T00:00:00Z,0.124,39N,"m^2 s^(-1)"
2006-11-15T00:00:00Z,-0.416,45N,"m^2 s^(-1)"
2006-12-15T00:00:00Z,0.375,33N,"m^2 s^(-1)"
2006-12-15T00:00:00Z,0.173,39N,"m^2 s^(-1)"
2006-12-15T00:00:00Z,-0.481,45N,"m^2 s^(-1)"
2007-01-15T00:00:00Z,0.522,33N,"m^2 s^(-1)"
2007-01-15T00:00:00Z,1.082,39N,"m^2 s^(-1)"
2007-01-15T00:00:00Z,0.102,45N,"m^2 s^(-1)"
2007-02-15T00:00:00Z,0.626,33N,"m^2 s^(-1)"
2007-02-15T00:00:00Z,1.057,39N,"m^2 s^(-1)"
2007-02-15T00:00:00Z,-0.176,45N,"m^2 s^(-1)"
2007-03-15T00:00:00Z,0.6,33N,"m^2 s^(-1)"
2007-03-15T00:00:00Z,1.572,39N,"m^2 s^(-1)"
2007-03-15T00:00:00Z,0.033,45N,"m^2 s^(-1)"
2007-04-15T00:00:00Z,0.965,33N,"m^2 s^(-1)"
2007-04-15T00:00:00Z,1.334,39N,"m^2 s^(-1)"
2007-04-15T00:00:00Z,0.061,45N,"m^2 s^(-1)"
2007-05-15T00:00:00Z,0.629,33N,"m^2 s^(-1)"
2007-05-15T00:00:00Z,1.729,39N,"m^2 s^(-1)"
2007-05-15T00:00:00Z,0.712,45N,"m^2 s^(-1)"
2007-06-15T00:00:00Z,0.581,33N,"m^2 s^(-1)"
2007-06-15T00:00:00Z,2.086,39N,"m^2 s^(-1)"
2007-06-15T00:00:00Z,0.086,45N,"m^2 s^(-1)"
2007-07-15T00:00:00Z,0.397,33N,"m^2 s^(-1)"
2007-07-15T00:00:00Z,1.324,39N,"m^2 s^(-1)"
2007-07-15T00:00:00Z,0.432,45N,"m^2 s^(-1)"
2007-08-15T00:00:00Z,0.382,33N,"m^2 s^(-1)"
2007-08-15T00:00:00Z,1.377,39N,"m^2 s^(-1)"
2007-08-15T00:00:00Z,0.424,45N,"m^2 s^(-1)"
2007-09-15T00:00:00Z,0.62,33N,"m^2 s^(-1)"
2007-09-15T00:00:00Z,1.424,39N,"m^2 s^(-1)"
2007-09-15T00:00:00Z,0.345,45N,"m^2 s^(-1)"
2007-10-15T00:00:00Z,0.648,33N,"m^2 s^(-1)"
2007-10-15T00:00:00Z,0.687,39N,"m^2 s^(-1)"
2007-10-15T00:00:00Z,0.143,45N,"m^2 s^(-1)"
2007-11-15T00:00:00Z,0.201,33N,"m^2 s^(-1)"
2007-11-15T00:00:00Z,0.905,39N,"m^2 s^(-1)"
2007-11-15T00:00:00Z,0.083,45N,"m^2 s^(-1)"
2007-12-15T00:00:00Z,0.57,33N,"m^2 s^(-1)"
2007-12-15T00:00:00Z,0.461,39N,"m^2 s^(-1)"
2007-12-15T00:00:00Z,-0.751,45N,"m^2 s^(-1)"
2008-01-15T00:00:00Z,0.208,33N,"m^2 s^(-1)"
2008-01-15T00:00:00Z,0.034,39N,"m^2 s^(-1)"
2008-01-15T00:00:00Z,-0.355,45N,"m^2 s^(-1)"
2008-02-15T00:00:00Z,0.484,33N,"m^2 s^(-1)"
2008-02-15T00:00:00Z,0.948,39N,"m^2 s^(-1)"
2008-02-15T00:00:00Z,-0.072,45N,"m^2 s^(-1)"
2008-03-15T00:00:00Z,1.011,33N,"m^2 s^(-1)"
2008-03-15T00:00:00Z,1.377,39N,"m^2 s^(-1)"
2008-03-15T00:00:00Z,0.059,45N,"m^2 s^(-1)"
2008-04-15T00:00:00Z,0.76,33N,"m^2 s^(-1)"
2008-04-15T00:00:00Z,1.021,39N,"m^2 s^(-1)"
2008-04-15T00:00:00Z,0.278,45N,"m^2 s^(-1)"
2008-05-15T00:00:00Z,0.576,33N,"m^2 s^(-1)"
2008-05-15T00:00:00Z,1.777,39N,"m^2 s^(-1)"
2008-05-15T00:00:00Z,0.591,45N,"m^2 s^(-1)"
2008-06-15T00:00:00Z,0.487,33N,"m^2 s^(-1)"
2008-06-15T00:00:00Z,1.85,39N,"m^2 s^(-1)"
2008-06-15T00:00:00Z,0.559,45N,"m^2 s^(-1)"
2008-07-15T00:00:00Z,0.286,33N,"m^2 s^(-1)"
2008-07-15T00:00:00Z,1.205,39N,"m^2 s^(-1)"
2008-07-15T00:00:00Z,0.602,45N,"m^2 s^(-1)"
2008-08-15T00:00:00Z,0.262,33N,"m^2 s^(-1)"
2008-08-15T00:00:00Z,1.624,39N,"m^2 s^(-1)"
2008-08-15T00:00:00Z,0.254,45N,"m^2 s^(-1)"
2008-09-15T00:00:00Z,0.377,33N,"m^2 s^(-1)"
2008-09-15T00:00:00Z,0.459,39N,"m^2 s^(-1)"
2008-09-15T00:00:00Z,0.457,45N,"m^2 s^(-1)"
2008-10-15T00:00:00Z,0.408,33N,"m^2 s^(-1)"
2008-10-15T00:00:00Z,0.835,39N,"m^2 s^(-1)"
2008-10-15T00:00:00Z,-0.058,45N,"m^2 s^(-1)"
2008-11-15T00:00:00Z,0.293,33N,"m^2 s^(-1)"
2008-11-15T00:00:00Z,0.195,39N,"m^2 s^(-1)"
2008-11-15T00:00:00Z,-0.555,45N,"m^2 s^(-1)"
2008-12-15T00:00:00Z,0.209,33N,"m^2 s^(-1)"
2008-12-15T00:00:00Z,0.65,39N,"m^2 s^(-1)"
2008-12-15T00:00:00Z,0.001,45N,"m^2 s^(-1)"
2009-01-15T00:00:00Z,-0.045,33N,"m^2 s^(-1)"
2009-01-15T00:00:00Z,0.39,39N,"m^2 s^(-1)"
2009-01-15T00:00:00Z,0.008,45N,"m^2 s^(-1)"
2009-02-15T00:00:00Z,0.38,33N,"m^2 s^(-1)"
2009-02-15T00:00:00Z,-0.056,39N,"m^2 s^(-1)"
2009-02-15T00:00:00Z,0.055,45N,"m^2 s^(-1)"
2009-03-15T00:00:00Z,0.441,33N,"m^2 s^(-1)"
2009-03-15T00:00:00Z,1.388,39N,"m^2 s^(-1)"
2009-03-15T00:00:00Z,0.084,45N,"m^2 s^(-1)"
2009-04-15T00:00:00Z,0.682,33N,"m^2 s^(-1)"
2009-04-15T00:00:00Z,1.171,39N,"m^2 s^(-1)"
2009-04-15T00:00:00Z,0.317,45N,"m^2 s^(-1)"
2009-05-15T00:00:00Z,0.305,33N,"m^2 s^(-1)"
2009-05-15T00:00:00Z,1.197,39N,"m^2 s^(-1)"
2009-05-15T00:00:00Z,0.293,45N,"m^2 s^(-1)"
2009-06-15T00:00:00Z,0.461,33N,"m^2 s^(-1)"
2009-06-15T00:00:00Z,1.167,39N,"m^2 s^(-1)"
2009-06-15T00:00:00Z,0.309,45N,"m^2 s^(-1)"
2009-07-15T00:00:00Z,0.24,33N,"m^2 s^(-1)"
2009-07-15T00:00:00Z,1.217,39N,"m^2 s^(-1)"
2009-07-15T00:00:00Z,0.442,45N,"m^2 s^(-1)"
2009-08-15T00:00:00Z,0.343,33N,"m^2 s^(-1)"
2009-08-15T00:00:00Z,0.949,39N,"m^2 s^(-1)"
2009-08-15T00:00:00Z,0.29,45N,"m^2 s^(-1)"
2009-09-15T00:00:00Z,0.38,33N,"m^2 s^(-1)"
2009-09-15T00:00:00Z,0.882,39N,"m^2 s^(-1)"
2009-09-15T00:00:00Z,0.117,45N,"m^2 s^(-1)"
2009-10-15T00:00:00Z,0.485,33N,"m^2 s^(-1)"
2009-10-15T00:00:00Z,0.95,39N,"m^2 s^(-1)"
2009-10-15T00:00:00Z,0.013,45N,"m^2 s^(-1)"
2009-11-15T00:00:00Z,0.377,33N,"m^2 s^(-1)"
2009-11-15T00:00:00Z,0.602,39N,"m^2 s^(-1)"
2009-11-15T00:00:00Z,-0.801,45N,"m^2 s^(-1)"
2009-12-15T00:00:00Z,0.178,33N,"m^2 s^(-1)"
2009-12-15T00:00:00Z,-0.074,39N,"m^2 s^(-1)"
2009-12-15T00:00:00Z,-0.235,45N,"m^2 s^(-1)"
2010-01-15T00:00:00Z,0.288,33N,"m^2 s^(-1)"
