year,index,timeseries_original,timeseries,,
1995,6.957329,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1996,6.999509,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1997,7.278759,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1998,7.252301,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1999,6.0685,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2000,6.440705,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2001,7.098873,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2002,6.53771,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2003,5.773878,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2004,5.591542,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2005,6.621185,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2006,4.253676,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2007,4.919325,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2008,5.44018,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2009,4.727748,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2010,5.589764,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2011,5.455516,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2012,6.341889,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2013,5.609192,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2014,6.104786,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2015,6.766283,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2016,6.744485,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2017,5.545612,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2018,5.561158,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2019,5.934437,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2020,4.795279,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2021,4.510066,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2022,7.956397,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
2023,3.696941,"Annual ESI: :Port of Newport, OR","Port of Newport, OR",,
1981,6.362112,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1982,5.852211,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1983,4.861408,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1984,5.047148,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1985,5.211203,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1986,5.102042,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1987,4.757095,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1988,5.105365,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1989,5.038935,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1990,5.204827,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1991,4.713498,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1992,4.415722,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1993,5.296473,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1994,4.976364,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1995,4.678153,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1996,5.304777,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1997,5.140212,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1998,5.339595,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1999,5.69288,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2000,5.519794,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2001,6.560456,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2002,5.699141,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2003,5.889771,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2004,4.086608,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2005,6.338758,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2006,4.145106,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2007,5.83431,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2008,5.752998,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2009,4.189329,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2010,5.207459,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2011,5.236557,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2012,5.076218,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2013,5.129688,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2014,5.117165,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2015,5.246455,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2016,5.172376,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2017,4.830516,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2018,4.395538,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2019,4.313097,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2020,4.31653,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2021,2.64896,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2022,5.343577,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
2023,2.054659,"Annual ESI: :Port of Charleston, OR","Port of Charleston, OR",,
1981,4.48,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1982,4.71,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1983,4.47,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1984,4.02,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1985,3.30,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1986,4.99,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1987,5.04,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1988,4.95,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1989,4.62,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1990,4.35,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1991,3.95,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1992,3.58,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1993,4.36,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1994,4.23,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1995,4.25,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1996,3.84,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1997,4.40,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1998,3.88,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1999,3.55,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2000,4.03,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2001,5.51,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2002,5.38,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2003,2.43,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2004,1.75,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2005,3.80,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2006,1.80,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2007,3.45,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2008,4.01,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2009,2.61,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2010,3.65,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2011,4.04,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2012,2.96,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2013,2.61,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2014,4.90,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2015,3.41,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2016,3.17,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2017,4.38,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2018,3.30,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2019,3.11,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2020,2.90,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2021,2.51,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2022,3.77,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
2023,1.87,"Annual ESI: :Port of Brookings, OR","Port of Brookings, OR",,
1981,4.486634,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1982,5.008223,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1983,3.550803,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1984,4.310985,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1985,4.189443,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1986,4.334249,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1987,4.904589,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1988,4.711116,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1989,4.938746,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1990,4.139129,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1991,4.319928,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1992,4.962846,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1993,4.728536,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1994,3.993788,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1995,4.802942,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1996,4.411314,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1997,5.442966,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1998,4.060565,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1999,3.472353,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2000,3.757924,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2001,5.460502,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2002,4.757854,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2003,1.812412,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2004,1.808653,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2005,3.24629,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2006,1.501003,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2007,2.194769,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2008,3.932851,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2009,2.325815,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2010,2.831895,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2011,3.50383,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2012,1.584374,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2013,1.589767,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2014,2.632729,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2015,2.959862,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2016,1.620481,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2017,3.344716,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2018,1.926918,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2019,1.884121,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2020,1.684609,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2021,1.413201,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2022,3.019052,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
2023,1.273865,"Annual ESI: :Port of Crescent City, CA","Port of Crescent City, CA",,
1981,5.579471,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1982,5.768707,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1983,4.981202,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1984,4.248067,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1985,4.700757,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1986,5.250613,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1987,5.114761,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1988,4.863721,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1989,5.026453,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1990,3.879345,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1991,4.843954,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1992,5.036172,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1993,4.219602,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1994,5.174528,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1995,4.648795,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1996,5.214785,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1997,5.172356,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1998,3.428727,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1999,3.747254,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2000,5.349553,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2001,6.186682,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2002,6.376739,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2003,2.956153,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2004,3.555785,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2005,5.091032,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2006,2.855747,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2007,4.339137,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2008,3.915789,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2009,2.624061,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2010,3.311151,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2011,4.130822,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2012,2.170206,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2013,2.573516,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2014,5.546823,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2015,4.503158,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2016,3.168697,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2017,3.889353,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2018,3.213545,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2019,3.736451,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2020,3.949059,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2021,2.941778,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2022,4.048671,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
2023,2.161387,"Annual ESI: :Port of Eureka, CA","Port of Eureka, CA",,
1981,4.438633,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1982,3.295587,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1983,4.006168,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1984,4.017016,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1985,3.636021,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1986,4.119826,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1987,4.593058,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1988,3.837895,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1989,4.987274,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1990,5.762785,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1991,4.802278,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1992,4.054765,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1993,5.082701,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1994,5.45068,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1995,4.558789,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1996,4.920143,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1997,5.121178,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1998,4.851731,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1999,5.197437,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2000,5.307812,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2001,5.218435,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2002,4.515497,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2003,2.898208,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2004,3.694624,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2005,3.492607,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2006,4.135394,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2007,4.810149,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2008,3.906796,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2009,3.490487,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2010,4.284336,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2011,4.644698,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2012,4.285023,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2013,4.286104,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2014,4.538594,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2015,4.617114,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2016,4.391852,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2017,3.688665,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2018,3.76514,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2019,3.84828,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2020,5.074493,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2021,4.23975,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2022,4.493474,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
2023,3.465782,"Annual ESI: :Port of Fort Bragg, CA","Port of Fort Bragg, CA",,
1981,5.570503,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1982,4.09086,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1983,2.867829,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1984,6.417038,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1985,4.204227,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1986,5.088525,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1987,5.032523,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1988,5.744389,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1989,5.716601,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1990,3.720266,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1991,3.686215,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1992,3.243527,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1993,5.725294,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1994,6.131634,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1995,4.72459,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1996,4.432775,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1997,4.26105,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1998,7.875343,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1999,7.363506,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2000,6.030007,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2001,6.607534,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2002,4.566064,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2003,6.459172,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2004,4.428334,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2005,3.835009,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2006,3.592322,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2007,4.799444,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2008,3.55593,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2009,4.941668,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2010,2.279258,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2011,2.909442,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2012,3.286689,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2013,4.359942,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2014,3.638494,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2015,6.108294,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2016,3.15088,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2017,4.354902,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2018,5.304337,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2019,3.727166,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2020,4.104309,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2021,3.314452,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2022,3.869427,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
2023,3.10602,"Annual ESI: :Port of San Francisco, CA","Port of San Francisco, CA",,
1981,4.707895,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1982,4.997389,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1983,4.878786,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1984,6.446915,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1985,6.59196,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1986,5.863868,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1987,5.906823,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1988,4.799695,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1989,4.90656,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1990,5.309382,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1991,6.172591,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1992,6.701163,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1993,6.835066,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1994,6.583543,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1995,5.947711,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1996,7.825756,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1997,7.778224,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1998,7.78277,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
1999,7.025996,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2000,5.985506,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2001,6.20701,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2002,4.546475,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2003,4.071933,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2004,6.197592,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2005,7.154382,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2006,5.411705,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2007,3.595798,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2008,2.456373,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2009,3.693106,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2010,2.604022,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2011,4.686059,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2012,4.756284,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2013,4.445771,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2014,2.838016,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2015,4.309886,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2016,3.955176,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2017,4.88036,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2018,3.524039,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2019,6.116768,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2020,3.053846,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
2021,2.666161,"Annual ESI: :Port of Moss Landing, CA","Port of Moss Landing, CA",,
